Time_s,Left_Speed_m_s,Right_Speed_m_s,Left_Dist_m,Right_Dist_m
0.0000,0.0000,0.0000,0.0000,0.0000
0.0105,0.0000,0.0033,0.0000,0.0000
0.0209,0.0066,0.0033,0.0001,0.0001
0.0313,0.0198,0.0231,0.0003,0.0003
0.0417,0.0232,0.0365,0.0005,0.0007
0.0521,0.0398,0.0531,0.0009,0.0012
0.0625,0.0465,0.0730,0.0014,0.0020
0.0730,0.0630,0.0862,0.0021,0.0029
0.0834,0.0861,0.1093,0.0030,0.0040
0.0938,0.0927,0.1192,0.0039,0.0053
0.1042,0.1061,0.1359,0.0050,0.0067
0.1147,0.1158,0.1555,0.0062,0.0083
0.1251,0.1227,0.1692,0.0075,0.0101
0.1354,0.1328,0.1893,0.0089,0.0120
0.1460,0.1478,0.2037,0.0105,0.0142
0.1564,0.1555,0.2183,0.0121,0.0165
0.1668,0.1691,0.2321,0.0138,0.0189
0.1772,0.1753,0.2481,0.0157,0.0215
0.1876,0.1889,0.2519,0.0176,0.0241
0.1980,0.1958,0.2689,0.0197,0.0269
0.2084,0.2093,0.2857,0.0218,0.0299
0.2189,0.2187,0.2949,0.0241,0.0329
0.2292,0.2358,0.3089,0.0266,0.0361
0.2398,0.2411,0.3193,0.0291,0.0395
0.2505,0.2471,0.3251,0.0318,0.0430
0.2609,0.2616,0.3411,0.0345,0.0465
0.2713,0.2672,0.3529,0.0373,0.0502
0.2817,0.2854,0.3551,0.0402,0.0539
0.2922,0.3003,0.3597,0.0434,0.0577
0.3026,0.3075,0.3670,0.0466,0.0615
0.3131,0.3209,0.3871,0.0499,0.0655
0.3235,0.3274,0.3869,0.0534,0.0696
0.3339,0.3414,0.3878,0.0569,0.0736
0.3444,0.3472,0.3968,0.0605,0.0778
0.3548,0.3506,0.3969,0.0642,0.0819
0.3652,0.3652,0.4249,0.0680,0.0863
0.3757,0.3677,0.4236,0.0719,0.0908
0.3861,0.3736,0.4232,0.0758,0.0952
0.3966,0.3802,0.4297,0.0797,0.0997
0.4070,0.3812,0.4409,0.0837,0.1043
0.4174,0.3933,0.4495,0.0878,0.1090
0.4279,0.3999,0.4495,0.0920,0.1137
0.4383,0.4067,0.4530,0.0962,0.1184
0.4487,0.4143,0.4607,0.1005,0.1232
0.4592,0.4206,0.4769,0.1049,0.1282
0.4698,0.4073,0.4558,0.1093,0.1330
0.4802,0.4278,0.4809,0.1137,0.1380
0.4907,0.4371,0.4801,0.1183,0.1430
0.5011,0.4310,0.4840,0.1228,0.1481
0.5115,0.4376,0.4840,0.1273,0.1531
0.5219,0.4447,0.4945,0.1319,0.1582
0.5323,0.4443,0.5006,0.1366,0.1635
0.5427,0.4438,0.4935,0.1412,0.1686
0.5531,0.4469,0.5032,0.1459,0.1738
0.5636,0.4518,0.5045,0.1506,0.1791
0.5740,0.4505,0.5135,0.1553,0.1845
0.5844,0.4473,0.5103,0.1599,0.1898
0.5949,0.4529,0.5058,0.1647,0.1951
0.6053,0.4566,0.5095,0.1694,0.2004
0.6157,0.4549,0.5080,0.1742,0.2057
0.6261,0.4562,0.5289,0.1789,0.2112
0.6366,0.4626,0.5155,0.1838,0.2166
0.6470,0.4694,0.5058,0.1887,0.2219
0.6575,0.4665,0.5260,0.1935,0.2273
0.6679,0.4606,0.5269,0.1983,0.2328
0.6783,0.4692,0.5254,0.2032,0.2383
0.6888,0.4697,0.5227,0.2081,0.2438
0.6992,0.4709,0.5405,0.2130,0.2494
0.7096,0.4741,0.5238,0.2180,0.2549
0.7200,0.4712,0.5375,0.2229,0.2604
0.7304,0.4770,0.5399,0.2278,0.2661
0.7408,0.4796,0.5325,0.2328,0.2716
0.7514,0.4886,0.5440,0.2380,0.2774
0.7619,0.4861,0.5456,0.2431,0.2831
0.7723,0.4768,0.5463,0.2481,0.2888
0.7827,0.4796,0.5458,0.2531,0.2945
0.7931,0.4904,0.5567,0.2582,0.3003
0.8036,0.4889,0.5483,0.2633,0.3060
0.8140,0.4826,0.5487,0.2683,0.3117
0.8245,0.4892,0.5521,0.2734,0.3175
