Time_s,Left_Speed_m_s,Right_Speed_m_s,Left_Dist_m,Right_Dist_m
0.9579,0.6881,0.7236,0.4699,0.5054
0.9686,0.6958,0.7215,0.4774,0.5131
0.9793,0.6968,0.7291,0.4848,0.5209
0.9900,0.6924,0.7118,0.4922,0.5285
1.0013,0.6979,0.7254,0.5001,0.5367
1.0124,0.6931,0.7116,0.5078,0.5446
1.0231,0.6978,0.7171,0.5153,0.5523
1.0337,0.6901,0.7162,0.5226,0.5599
1.0443,0.7072,0.7104,0.5301,0.5674
1.0550,0.6998,0.7159,0.5376,0.5751
1.0657,0.6935,0.7097,0.5450,0.5826
1.0764,0.7089,0.7121,0.5525,0.5902
1.0870,0.7021,0.7183,0.5600,0.5979
1.0976,0.7107,0.7140,0.5676,0.6055
1.1083,0.7050,0.7180,0.5751,0.6131
1.1189,0.7149,0.7214,0.5827,0.6208
1.1296,0.7119,0.7313,0.5903,0.6286
1.1403,0.7095,0.7193,0.5979,0.6363
1.1509,0.7158,0.7191,0.6055,0.6439
1.1615,0.7098,0.7163,0.6130,0.6515
1.1722,0.7154,0.7218,0.6206,0.6592
1.1828,0.7063,0.7257,0.6282,0.6670
1.1935,0.7194,0.7162,0.6358,0.6746
1.2041,0.7157,0.7286,0.6435,0.6824
1.2148,0.7083,0.7018,0.6510,0.6898
1.2254,0.7144,0.7177,0.6586,0.6975
1.2361,0.7095,0.7128,0.6662,0.7051
1.2468,0.7209,0.7145,0.6739,0.7127
1.2574,0.7031,0.7161,0.6814,0.7203
1.2681,0.7195,0.7000,0.6890,0.7278
1.2787,0.7117,0.7117,0.6966,0.7354
1.2894,0.7065,0.7130,0.7041,0.7430
1.3001,0.7143,0.7143,0.7118,0.7506
1.3108,0.7188,0.7188,0.7195,0.7583
1.3215,0.7119,0.7152,0.7270,0.7659
1.3321,0.7124,0.7221,0.7346,0.7736
1.3428,0.7181,0.7181,0.7423,0.7813
1.3534,0.7195,0.7293,0.7500,0.7890
1.3641,0.7177,0.7242,0.7576,0.7968
1.3748,0.7159,0.7191,0.7653,0.8045
1.3854,0.7149,0.7052,0.7729,0.8120
1.3961,0.7234,0.7299,0.7806,0.8197
1.4068,0.7098,0.7098,0.7882,0.8273
1.4174,0.7120,0.7120,0.7957,0.8349
1.4284,0.7109,0.7171,0.8036,0.8428
1.4391,0.7214,0.7052,0.8113,0.8503
1.4497,0.7127,0.7192,0.8189,0.8580
1.4603,0.7156,0.7058,0.8265,0.8655
1.4709,0.7162,0.6999,0.8340,0.8729
1.4820,0.7086,0.7086,0.8419,0.8807
1.4927,0.7136,0.7072,0.8495,0.8883
1.5033,0.7164,0.7066,0.8571,0.8958
1.5140,0.7270,0.7108,0.8649,0.9033
1.5246,0.7221,0.7090,0.8725,0.9109
1.5352,0.7196,0.7098,0.8802,0.9184
1.5459,0.7275,0.7081,0.8879,0.9260
1.5566,0.7258,0.7194,0.8957,0.9337
1.5675,0.7324,0.7166,0.9037,0.9415
1.5781,0.7303,0.7109,0.9115,0.9490
1.5887,0.7390,0.6997,0.9193,0.9564
1.5993,0.7390,0.7293,0.9271,0.9642
1.6100,0.7380,0.7121,0.9350,0.9718
1.6206,0.7431,0.7074,0.9429,0.9793
1.6312,0.7252,0.7057,0.9506,0.9868
1.6418,0.7360,0.7067,0.9584,0.9943
1.6524,0.7128,0.7063,0.9660,1.0018
1.6631,0.7253,0.7025,0.9737,1.0092
1.6737,0.7198,0.7132,0.9813,1.0168
1.6843,0.7254,0.6995,0.9890,1.0243
1.6950,0.7081,0.7016,0.9966,1.0317
1.7055,0.7097,0.7130,1.0041,1.0393
1.7166,0.7189,0.7064,1.0120,1.0471
1.7276,0.7160,0.7160,1.0199,1.0550
1.7386,0.7193,0.7067,1.0278,1.0627
1.7497,0.7513,0.7667,1.0362,1.0713
1.7618,0.6604,0.6689,1.0442,1.0794
1.7726,0.7033,0.7289,1.0517,1.0872
1.7833,0.7081,0.7178,1.0593,1.0949
1.7940,0.6973,0.7425,1.0667,1.1028
1.8052,0.6927,0.7173,1.0745,1.1109
1.8158,0.6940,0.7264,1.0819,1.1186
1.8265,0.6937,0.7292,1.0893,1.1264
1.8372,0.7036,0.7166,1.0968,1.1340
1.8479,0.6979,0.7270,1.1043,1.1418
1.8586,0.7034,0.7196,1.1118,1.1495
1.8693,0.7009,0.7170,1.1193,1.1572
1.8799,0.7068,0.7197,1.1268,1.1648
1.8912,0.7091,0.7244,1.1348,1.1730
1.9018,0.7026,0.7220,1.1423,1.1807
1.9125,0.7046,0.7143,1.1499,1.1883
1.9232,0.7005,0.7199,1.1573,1.1960
1.9339,0.7077,0.7142,1.1649,1.2037
1.9446,0.7007,0.7200,1.1724,1.2114
1.9559,0.7015,0.7229,1.1803,1.2195
1.9671,0.7048,0.7109,1.1882,1.2275
1.9778,0.7007,0.7103,1.1957,1.2351
1.9886,0.7075,0.7171,1.2033,1.2428
1.9992,0.7024,0.7251,1.2108,1.2505
2.0099,0.7071,0.7103,1.2184,1.2581
2.0213,0.6973,0.7308,1.2263,1.2664
2.0323,0.7507,0.7694,1.2346,1.2749
2.0439,0.6439,0.6798,1.2420,1.2828
2.0546,0.6904,0.7227,1.2494,1.2905
2.0660,0.6972,0.7243,1.2574,1.2988
2.0775,0.6907,0.7177,1.2653,1.3071
2.0882,0.6947,0.7175,1.2727,1.3147
2.0989,0.7014,0.7271,1.2802,1.3225
2.1096,0.7005,0.7199,1.2877,1.3302
2.1202,0.6946,0.7271,1.2951,1.3379
2.1309,0.7031,0.7063,1.3026,1.3455
2.1416,0.7066,0.7195,1.3102,1.3532
2.1523,0.7008,0.7235,1.3177,1.3609
2.1629,0.7107,0.7236,1.3253,1.3686
2.1736,0.7071,0.7136,1.3328,1.3762
2.1843,0.7076,0.7141,1.3403,1.3838
2.1952,0.7055,0.7182,1.3480,1.3917
2.2059,0.7066,0.7130,1.3556,1.3993
2.2165,0.7143,0.7176,1.3632,1.4070
2.2272,0.6974,0.7168,1.3707,1.4146
2.2380,0.7152,0.7216,1.3784,1.4224
2.2486,0.7044,0.7206,1.3859,1.4300
2.2593,0.7029,0.7190,1.3934,1.4377
2.2700,0.7135,0.7232,1.4010,1.4455
2.2807,0.7108,0.7173,1.4086,1.4531
2.2913,0.7147,0.7244,1.4162,1.4608
2.3020,0.7103,0.7103,1.4238,1.4684
2.3127,0.7171,0.7235,1.4315,1.4762
2.3234,0.7143,0.7143,1.4391,1.4838
2.3340,0.7151,0.7183,1.4467,1.4914
2.3447,0.7109,0.7141,1.4543,1.4990
2.3554,0.7106,0.7138,1.4619,1.5067
2.3660,0.7152,0.7087,1.4695,1.5142
2.3767,0.7047,0.7112,1.4770,1.5218
2.3874,0.7233,0.7233,1.4847,1.5295
2.3981,0.7097,0.7065,1.4923,1.5371
2.4088,0.7105,0.7201,1.4999,1.5448
2.4196,0.7118,0.7214,1.5076,1.5526
2.4303,0.7106,0.7234,1.5152,1.5603
2.4411,0.7232,0.7264,1.5230,1.5682
2.4519,0.7060,0.7156,1.5307,1.5759
2.4627,0.7117,0.7244,1.5384,1.5838
2.4744,0.7131,0.7190,1.5467,1.5921
2.4858,0.7080,0.7261,1.5547,1.6004
2.4966,0.7094,0.7285,1.5624,1.6083
2.5072,0.7116,0.7310,1.5700,1.6161
2.5181,0.7079,0.7237,1.5777,1.6239
2.5289,0.7086,0.7182,1.5853,1.6317
2.5398,0.7097,0.7224,1.5931,1.6396
2.5507,0.6998,0.7094,1.6007,1.6473
2.5613,0.7145,0.7178,1.6083,1.6549
2.5719,0.7094,0.7061,1.6158,1.6624
2.5828,0.7132,0.7195,1.6236,1.6702
2.5935,0.7138,0.7041,1.6312,1.6778
2.6041,0.7151,0.7119,1.6388,1.6853
2.6149,0.7153,0.7218,1.6465,1.6931
2.6255,0.7091,0.7091,1.6540,1.7006
2.6362,0.7141,0.7173,1.6617,1.7083
2.6476,0.7121,0.7060,1.6698,1.7163
2.6583,0.7220,0.7220,1.6775,1.7241
2.6690,0.7176,0.7144,1.6852,1.7317
2.6796,0.7199,0.7199,1.6928,1.7394
2.6905,1.1229,1.1197,1.7050,1.7515
2.7072,0.4622,0.4705,1.7128,1.7594
2.7179,0.7175,0.7143,1.7204,1.7670
2.7286,0.7126,0.7318,1.7281,1.7749
2.7394,0.7814,0.7782,1.7365,1.7833
2.7512,0.6479,0.6626,1.7441,1.7911
2.7620,0.7123,0.7155,1.7518,1.7988
2.7727,0.6988,0.7117,1.7593,1.8064
2.7834,0.7103,0.7231,1.7669,1.8142
2.7942,0.7004,0.7004,1.7745,1.8217
2.8049,0.6976,0.7202,1.7819,1.8294
2.8162,0.7074,0.7105,1.7900,1.8375
2.8273,0.6965,0.7184,1.7977,1.8454
2.8380,0.7036,0.7133,1.8052,1.8531
2.8487,0.6886,0.7145,1.8125,1.8607
2.8593,0.7019,0.7214,1.8200,1.8683
2.8700,0.6975,0.7233,1.8274,1.8761
2.8806,0.6915,0.7335,1.8348,1.8839
2.8913,0.7019,0.7310,1.8423,1.8917
2.9020,0.6989,0.7378,1.8498,1.8996
2.9126,0.7012,0.7304,1.8572,1.9073
2.9233,0.6985,0.7307,1.8647,1.9152
2.9341,0.7054,0.7312,1.8723,1.9230
2.9447,0.6917,0.7337,1.8797,1.9308
2.9554,0.6891,0.7377,1.8870,1.9387
2.9661,0.7017,0.7243,1.8945,1.9464
2.9768,0.6813,0.7395,1.9018,1.9544
2.9874,0.6997,0.7321,1.9092,1.9622
2.9981,0.6915,0.7399,1.9166,1.9701
3.0111,0.6855,0.7358,1.9256,1.9797
3.0219,0.6848,0.7170,1.9329,1.9873
3.0326,0.6811,0.7263,1.9402,1.9951
3.0433,0.6947,0.7267,1.9477,2.0029
3.0540,0.6891,0.7247,1.9550,2.0107
3.0647,0.6861,0.7250,1.9624,2.0184
3.0753,0.6890,0.7280,1.9697,2.0261
3.0860,0.6858,0.7214,1.9770,2.0338
3.0966,0.6833,0.7351,1.9843,2.0417
3.1073,0.6842,0.7165,1.9916,2.0493
3.1185,0.6749,0.7368,1.9991,2.0576
3.1295,0.6717,0.7185,2.0065,2.0655
3.1406,0.6837,0.7337,2.0141,2.0736
3.1516,0.6866,0.7178,2.0217,2.0815
3.1627,0.6848,0.7222,2.0293,2.0895
3.1738,0.6951,0.7294,2.0370,2.0976
3.1849,0.6888,0.7106,2.0446,2.1055
3.1961,0.6946,0.7346,2.0524,2.1137
3.2073,0.6908,0.7155,2.0601,2.1217
3.2184,0.6968,0.7309,2.0679,2.1299
3.2297,0.6907,0.7153,2.0757,2.1379
3.2409,0.6923,0.7230,2.0834,2.1460
3.2526,0.6931,0.7137,2.0915,2.1544
3.2639,0.6880,0.7277,2.0993,2.1626
3.2752,0.6961,0.7204,2.1072,2.1708
3.2865,0.6879,0.7185,2.1150,2.1789
3.2979,0.6974,0.7309,2.1229,2.1872
3.3096,0.6816,0.7170,2.1309,2.1956
3.3207,0.6955,0.7296,2.1386,2.2037
3.3352,0.6900,0.7257,2.1486,2.2142
3.3460,0.7002,0.7418,2.1562,2.2222
3.3571,0.6729,0.7134,2.1636,2.2301
3.3687,0.6887,0.7360,2.1717,2.2387
3.3798,0.6791,0.7071,2.1792,2.2466
3.3908,0.6865,0.7304,2.1867,2.2546
3.4015,0.6922,0.7116,2.1941,2.2622
3.4121,0.6833,0.7286,2.2014,2.2700
3.4228,0.7009,0.7171,2.2089,2.2776
3.4338,0.6926,0.7115,2.2165,2.2854
3.4444,0.6936,0.7196,2.2239,2.2931
3.4551,0.7084,0.7052,2.2314,2.3006
3.4657,0.6952,0.7212,2.2388,2.3083
3.4764,0.7076,0.7173,2.2463,2.3159
3.4870,0.7005,0.7200,2.2538,2.3235
3.4988,0.7129,0.7187,2.2622,2.3320
3.5095,0.7069,0.7134,2.2697,2.3396
3.5204,0.7071,0.7166,2.2774,2.3474
3.5310,0.7068,0.7198,2.2849,2.3551
3.5416,0.7099,0.7132,2.2925,2.3627
3.5522,0.7121,0.7121,2.3001,2.3702
3.5629,0.7061,0.7417,2.3076,2.3781
3.5736,0.7107,0.7171,2.3152,2.3858
3.5842,0.7153,0.7251,2.3228,2.3935
3.5949,0.7127,0.7289,2.3304,2.4013
3.6056,0.7158,0.7191,2.3381,2.4090
3.6161,0.7122,0.7220,2.3456,2.4166
