Time_s,Left_Speed_m_s,Right_Speed_m_s,Left_Dist_m,Right_Dist_m
0.0000,0.0000,0.0000,0.0000,0.0000
0.0107,0.0000,0.0000,0.0000,0.0000
0.0214,0.0162,0.0000,0.0002,0.0000
0.0321,0.0418,0.0161,0.0006,0.0002
0.0428,0.0613,0.0258,0.0013,0.0004
0.0535,0.0712,0.0388,0.0020,0.0009
0.0642,0.0905,0.0549,0.0030,0.0014
0.0749,0.1025,0.0672,0.0041,0.0022
0.0868,0.1189,0.0841,0.0055,0.0032
0.0981,0.1414,0.0953,0.0071,0.0042
0.1087,0.1554,0.1068,0.0088,0.0054
0.1195,0.1704,0.1254,0.0106,0.0067
0.1301,0.1884,0.1364,0.0126,0.0082
0.1408,0.2005,0.1552,0.0147,0.0098
0.1515,0.2130,0.1710,0.0170,0.0117
0.1621,0.2297,0.1812,0.0195,0.0136
0.1733,0.2449,0.1953,0.0222,0.0158
0.1839,0.2648,0.2034,0.0250,0.0179
0.1947,0.2729,0.2151,0.0280,0.0203
0.2054,0.2968,0.2226,0.0311,0.0226
0.2165,0.3192,0.2355,0.0347,0.0253
0.2272,0.3326,0.2454,0.0382,0.0279
0.2379,0.3556,0.2651,0.0420,0.0307
0.2485,0.3682,0.2737,0.0459,0.0336
0.2592,0.3879,0.2812,0.0501,0.0366
0.2698,0.4088,0.2920,0.0544,0.0397
0.2805,0.4137,0.3006,0.0588,0.0429
0.2911,0.4421,0.3348,0.0635,0.0465
0.3018,0.4553,0.3487,0.0684,0.0502
0.3126,0.4705,0.3561,0.0735,0.0541
0.3233,0.4775,0.3742,0.0786,0.0581
0.3339,0.4819,0.3842,0.0837,0.0622
0.3446,0.5063,0.4090,0.0891,0.0665
0.3554,0.5148,0.4221,0.0947,0.0711
0.3660,0.5227,0.4253,0.1002,0.0756
0.3766,0.5382,0.4377,0.1060,0.0802
0.3873,0.5395,0.4490,0.1117,0.0850
0.3980,0.5485,0.4544,0.1176,0.0899
0.4090,0.5623,0.4654,0.1238,0.0950
0.4197,0.5572,0.4697,0.1297,0.1000
0.4307,0.5686,0.4842,0.1360,0.1054
0.4413,0.5790,0.4879,0.1421,0.1106
0.4520,0.5757,0.5013,0.1483,0.1159
0.4630,0.5810,0.5182,0.1547,0.1216
0.4736,0.5843,0.5064,0.1609,0.1270
0.4846,0.5804,0.5082,0.1673,0.1326
0.4957,0.5877,0.5283,0.1737,0.1384
0.5064,0.5971,0.5390,0.1801,0.1442
0.5170,0.5910,0.5296,0.1864,0.1498
0.5281,0.5983,0.5422,0.1931,0.1558
0.5387,0.5984,0.5464,0.1994,0.1616
0.5494,0.5997,0.5446,0.2058,0.1674
0.5605,0.6039,0.5603,0.2125,0.1736
0.5711,0.6079,0.5591,0.2190,0.1796
0.5818,0.6060,0.5609,0.2254,0.1856
0.5928,0.6197,0.5820,0.2322,0.1920
0.6034,0.6148,0.5857,0.2388,0.1982
0.6144,0.6161,0.5815,0.2456,0.2046
0.6250,0.6173,0.5945,0.2521,0.2109
0.6358,0.6151,0.5925,0.2587,0.2173
0.6468,0.6206,0.5987,0.2656,0.2239
0.6574,0.6231,0.6036,0.2722,0.2303
0.6681,0.6133,0.6068,0.2787,0.2368
0.6791,0.6274,0.6085,0.2856,0.2435
0.6897,0.6155,0.6058,0.2922,0.2499
0.7008,0.6263,0.6045,0.2991,0.2566
0.7114,0.6224,0.6257,0.3057,0.2632
0.7220,0.6247,0.6052,0.3124,0.2697
0.7330,0.6363,0.6237,0.3193,0.2765
0.7438,0.6130,0.6066,0.3260,0.2831
0.7548,0.6203,0.6172,0.3328,0.2899
0.7655,0.6307,0.6210,0.3395,0.2965
0.7761,0.6096,0.6226,0.3460,0.3031
0.7871,0.6281,0.6124,0.3529,0.3098
0.7977,0.6170,0.6235,0.3595,0.3165
0.8088,0.6114,0.6177,0.3662,0.3233
0.8194,0.6209,0.6273,0.3728,0.3300
0.8302,0.6091,0.6251,0.3794,0.3367
0.8409,0.6105,0.6267,0.3859,0.3434
0.8517,0.6190,0.6349,0.3926,0.3503
0.8624,0.6201,0.6426,0.3993,0.3572
0.8738,0.6059,0.6181,0.4061,0.3642
0.8845,0.6163,0.6356,0.4127,0.3710
0.8952,0.6231,0.6457,0.4194,0.3779
0.9059,0.6229,0.6423,0.4260,0.3847
0.9165,0.6161,0.6356,0.4326,0.3915
0.9273,0.6175,0.6302,0.4393,0.3983
0.9384,0.6317,0.6535,0.4463,0.4056
0.9496,0.6190,0.6282,0.4532,0.4126
0.9608,0.6271,0.6425,0.4603,0.4198
0.9720,0.6215,0.6338,0.4672,0.4269
0.9827,0.6182,0.6311,0.4738,0.4336
0.9938,0.6236,0.6423,0.4807,0.4408
1.0048,0.6171,0.6359,0.4875,0.4478
1.0159,0.6292,0.6292,0.4945,0.4547
1.0266,0.6188,0.6382,0.5011,0.4616
1.0377,0.6170,0.6263,0.5080,0.4685
1.0487,0.6207,0.6458,0.5148,0.4756
1.0593,0.6138,0.6366,0.5213,0.4824
1.0700,0.6152,0.6411,0.5279,0.4892
1.0810,0.6190,0.6408,0.5347,0.4963
1.0918,0.6082,0.6372,0.5413,0.5032
1.1028,0.6147,0.6460,0.5480,0.5103
1.1138,0.6066,0.6410,0.5547,0.5173
1.1245,0.6092,0.6448,0.5612,0.5242
1.1352,0.6162,0.6420,0.5678,0.5311
1.1462,0.6069,0.6350,0.5745,0.5381
1.1572,0.6092,0.6592,0.5812,0.5454
1.1683,0.6068,0.6412,0.5879,0.5524
1.1793,0.6030,0.6468,0.5946,0.5596
1.1904,0.6051,0.6550,0.6013,0.5668
1.2014,0.6053,0.6524,0.6079,0.5740
1.2125,0.5934,0.6556,0.6145,0.5813
1.2236,0.5941,0.6470,0.6211,0.5885
1.2343,0.5887,0.6501,0.6274,0.5954
1.2449,0.5965,0.6517,0.6338,0.6023
1.2555,0.6022,0.6510,0.6401,0.6093
1.2665,0.5888,0.6581,0.6466,0.6165
1.2772,0.5985,0.6470,0.6530,0.6234
1.2882,0.5947,0.6573,0.6595,0.6306
1.2992,0.5961,0.6494,0.6661,0.6378
1.3098,0.6005,0.6525,0.6725,0.6447
1.3205,0.6019,0.6537,0.6789,0.6517
1.3314,0.5979,0.6514,0.6855,0.6588
