Time_s,Left_Speed_m_s,Right_Speed_m_s,Left_Dist_m,Right_Dist_m,PWM_Left,PWM_Right,Target_Speed
0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0,0.0000
0.0015,0.0000,0.0000,0.0000,0.0000,2.7,2.4,0.0037
0.0030,0.0000,0.0000,0.0000,0.0000,5.5,4.9,0.0075
0.0044,0.0000,0.0000,0.0000,0.0000,8.1,7.4,0.0111
0.0061,0.0000,0.0000,0.0000,0.0000,11.3,10.2,0.0153
0.0075,0.0000,0.0000,0.0000,0.0000,13.9,12.5,0.0188
0.0090,0.0000,0.0000,0.0000,0.0000,16.7,15.0,0.0225
0.0103,0.0000,0.0000,0.0000,0.0000,19.2,17.3,0.0258
0.0117,0.0000,0.0000,0.0000,0.0000,21.8,19.6,0.0293
0.0131,0.0000,0.0000,0.0000,0.0000,24.4,21.9,0.0327
0.0147,0.0000,0.0000,0.0000,0.0000,27.4,24.7,0.0367
0.0161,0.0000,0.0000,0.0000,0.0000,30.2,27.2,0.0403
0.0175,0.0000,0.0000,0.0000,0.0000,32.9,29.5,0.0437
0.0189,0.0000,0.0000,0.0000,0.0000,35.6,31.9,0.0472
0.0204,0.0000,0.0000,0.0000,0.0000,38.5,34.6,0.0510
0.0217,0.0000,0.0000,0.0000,0.0000,41.2,37.0,0.0543
0.0231,0.0000,0.0000,0.0000,0.0000,44.0,39.4,0.0578
0.0246,0.0000,0.0000,0.0000,0.0000,46.9,42.0,0.0615
0.0261,0.0000,0.0000,0.0000,0.0000,50.0,44.7,0.0654
0.0276,0.0000,0.0000,0.0000,0.0000,52.8,47.3,0.0689
0.0289,0.0000,0.0000,0.0000,0.0000,55.5,49.6,0.0722
0.0304,0.0000,0.0000,0.0000,0.0000,58.6,52.4,0.0761
0.0318,0.0000,0.0000,0.0000,0.0000,61.4,54.9,0.0796
0.0332,0.0000,0.0000,0.0000,0.0000,64.3,57.4,0.0830
0.0345,0.0000,0.0000,0.0000,0.0000,66.9,59.7,0.0863
0.0364,0.0000,0.0000,0.0000,0.0000,70.7,63.1,0.0909
0.0378,0.0000,0.0000,0.0000,0.0000,73.8,65.8,0.0946
0.0392,0.0000,0.0000,0.0000,0.0000,76.7,68.3,0.0981
0.0406,0.0000,0.0000,0.0000,0.0000,79.6,70.9,0.1015
0.0424,0.0000,0.0000,0.0000,0.0000,83.5,74.3,0.1061
0.0441,0.0000,0.0000,0.0000,0.0000,87.1,77.4,0.1103
0.0455,0.0247,0.0000,0.0000,0.0000,72.0,80.0,0.1138
0.0470,0.0000,0.0000,0.0000,0.0000,93.1,82.7,0.1175
0.0487,0.0000,0.0000,0.0000,0.0000,96.7,85.9,0.1217
0.0503,0.0000,0.0000,0.0000,0.0000,100.2,88.9,0.1257
0.0517,0.0000,0.0000,0.0000,0.0000,103.3,91.6,0.1293
0.0535,0.0192,0.0192,0.0001,0.0000,93.2,82.4,0.1338
0.0553,0.0000,0.0000,0.0001,0.0000,111.1,98.4,0.1383
0.0569,0.0000,0.0000,0.0001,0.0000,114.6,101.5,0.1422
0.0584,0.0228,0.0000,0.0001,0.0000,101.3,104.4,0.1460
0.0600,0.0000,0.0000,0.0001,0.0000,121.4,107.4,0.1499
0.0614,0.0241,0.0000,0.0001,0.0000,107.0,110.2,0.1535
0.0629,0.0000,0.0000,0.0001,0.0000,127.8,113.1,0.1572
0.0643,0.0241,0.0000,0.0002,0.0000,113.5,115.9,0.1608
0.0660,0.0201,0.0000,0.0002,0.0000,120.2,119.2,0.1651
0.0675,0.0000,0.0238,0.0002,0.0001,138.1,106.4,0.1687
0.0689,0.0237,0.0000,0.0002,0.0001,124.1,124.9,0.1724
0.0703,0.0248,0.0000,0.0003,0.0001,126.4,127.7,0.1758
0.0717,0.0253,0.0000,0.0003,0.0001,129.1,130.4,0.1792
0.0732,0.0235,0.0235,0.0003,0.0001,133.8,117.8,0.1829
0.0747,0.0219,0.0000,0.0004,0.0001,138.4,136.4,0.1869
0.0762,0.0243,0.0000,0.0004,0.0001,139.9,139.2,0.1904
0.0775,0.0250,0.0250,0.0004,0.0001,142.6,125.6,0.1939
0.0798,0.0301,0.0150,0.0005,0.0002,144.2,136.7,0.1996
0.0813,0.0462,0.0231,0.0006,0.0002,135.8,134.3,0.2033
0.0828,0.0240,0.0240,0.0006,0.0002,155.3,136.6,0.2069
0.0845,0.0403,0.0202,0.0007,0.0003,147.4,142.6,0.2112
0.0860,0.0234,0.0234,0.0007,0.0003,163.1,143.4,0.2149
0.0874,0.0471,0.0235,0.0008,0.0003,149.3,146.3,0.2186
0.0893,0.0363,0.0181,0.0009,0.0004,161.6,153.7,0.2233
0.0908,0.0473,0.0236,0.0009,0.0004,157.0,153.1,0.2270
0.0924,0.0421,0.0421,0.0010,0.0005,164.5,144.2,0.2311
0.0940,0.0667,0.0222,0.0011,0.0005,150.3,160.5,0.2349
0.0954,0.0248,0.0248,0.0011,0.0006,184.0,161.6,0.2384
0.0968,0.0746,0.0249,0.0012,0.0006,151.0,164.5,0.2419
0.0983,0.0461,0.0461,0.0013,0.0007,175.2,153.5,0.2456
0.0997,0.0484,0.0484,0.0014,0.0007,176.9,154.9,0.2492
0.1010,0.0506,0.0253,0.0014,0.0008,178.6,173.0,0.2526
0.1024,0.0515,0.0515,0.0015,0.0008,181.1,158.4,0.2560
0.1038,0.0746,0.0497,0.0016,0.0009,167.6,162.5,0.2594
0.1051,0.0757,0.0505,0.0017,0.0010,170.0,164.8,0.2628
0.1065,0.0526,0.0526,0.0018,0.0010,189.9,166.1,0.2661
0.1078,0.0772,0.0515,0.0019,0.0011,175.2,169.6,0.2695
0.1092,0.0748,0.0499,0.0020,0.0012,180.2,173.5,0.2729
0.1105,0.0774,0.0516,0.0021,0.0012,181.5,175.1,0.2763
0.1118,0.0783,0.0522,0.0022,0.0013,184.0,177.5,0.2796
0.1132,0.0786,0.0786,0.0023,0.0014,186.9,162.8,0.2829
0.1145,0.0752,0.0501,0.0024,0.0015,192.7,184.5,0.2863
0.1159,0.0768,0.0512,0.0025,0.0016,194.7,186.6,0.2897
0.1172,0.1057,0.0793,0.0027,0.0017,176.9,170.8,0.2930
0.1185,0.0788,0.0525,0.0028,0.0017,199.5,191.2,0.2962
0.1199,0.0999,0.0750,0.0029,0.0018,187.5,179.3,0.2997
0.1212,0.0771,0.0771,0.0030,0.0019,207.3,180.7,0.3031
0.1225,0.1047,0.0785,0.0031,0.0020,190.5,182.5,0.3064
0.1239,0.1014,0.0761,0.0033,0.0021,196.1,186.9,0.3098
0.1253,0.0992,0.0744,0.0034,0.0022,201.0,190.9,0.3132
0.1267,0.0990,0.0742,0.0036,0.0023,204.6,194.0,0.3167
0.1280,0.1020,0.1020,0.0037,0.0025,205.7,178.5,0.3201
0.1294,0.1038,0.0779,0.0038,0.0026,207.5,197.2,0.3234
0.1308,0.1206,0.0723,0.0040,0.0027,198.8,203.9,0.3270
0.1322,0.1207,0.0965,0.0042,0.0028,202.2,191.0,0.3306
0.1336,0.1230,0.0984,0.0043,0.0030,203.9,192.7,0.3341
0.1350,0.1014,0.0760,0.0045,0.0031,220.0,210.4,0.3375
0.1364,0.1230,0.0984,0.0047,0.0032,210.6,198.6,0.3410
0.1378,0.1261,0.1008,0.0048,0.0033,211.7,199.9,0.3444
0.1391,0.1312,0.1050,0.0050,0.0035,211.1,199.9,0.3477
0.1404,0.1301,0.0781,0.0052,0.0036,215.2,220.0,0.3510
0.1418,0.1240,0.0992,0.0053,0.0037,220.0,209.6,0.3545
0.1432,0.1280,0.1024,0.0055,0.0039,220.0,210.4,0.3579
0.1445,0.1324,0.1059,0.0057,0.0040,220.0,210.9,0.3611
0.1458,0.1312,0.1049,0.0059,0.0041,220.0,214.3,0.3644
0.1472,0.1245,0.0996,0.0060,0.0043,220.0,220.0,0.3679
0.1485,0.1496,0.0997,0.0062,0.0044,220.0,220.0,0.3714
0.1500,0.1432,0.1193,0.0065,0.0046,220.0,213.9,0.3750
0.1514,0.1499,0.0999,0.0067,0.0047,220.0,220.0,0.3784
0.1528,0.1486,0.0991,0.0069,0.0049,220.0,220.0,0.3819
0.1541,0.1512,0.1008,0.0071,0.0050,220.0,220.0,0.3853
0.1554,0.1581,0.1054,0.0073,0.0051,220.0,220.0,0.3886
0.1568,0.1569,0.1046,0.0075,0.0053,220.0,220.0,0.3919
0.1582,0.1492,0.1244,0.0077,0.0055,220.0,220.0,0.3954
0.1595,0.1550,0.1034,0.0079,0.0056,220.0,220.0,0.3987
0.1608,0.1587,0.1058,0.0081,0.0057,220.0,220.0,0.4020
0.1621,0.1819,0.1039,0.0084,0.0059,220.0,220.0,0.4053
0.1635,0.1769,0.1263,0.0086,0.0060,220.0,220.0,0.4087
0.1648,0.1794,0.1025,0.0088,0.0062,220.0,220.0,0.4121
0.1661,0.1847,0.1055,0.0091,0.0063,220.0,220.0,0.4154
0.1675,0.1816,0.1297,0.0093,0.0065,220.0,220.0,0.4187
0.1689,0.1712,0.1223,0.0096,0.0067,220.0,220.0,0.4222
0.1702,0.1837,0.1312,0.0098,0.0068,220.0,220.0,0.4255
0.1715,0.1852,0.1058,0.0100,0.0070,220.0,220.0,0.4288
0.1728,0.1849,0.1320,0.0103,0.0071,220.0,220.0,0.4320
0.1742,0.2008,0.1255,0.0106,0.0073,220.0,220.0,0.4355
0.1756,0.1769,0.1263,0.0108,0.0075,220.0,220.0,0.4389
0.1769,0.2111,0.1319,0.0111,0.0077,220.0,220.0,0.4421
0.1782,0.2115,0.1322,0.0114,0.0078,220.0,220.0,0.4454
0.1795,0.2096,0.1310,0.0116,0.0080,220.0,220.0,0.4487
0.1808,0.2020,0.1263,0.0119,0.0082,220.0,220.0,0.4521
0.1822,0.2065,0.1291,0.0122,0.0084,220.0,220.0,0.4555
0.1835,0.2358,0.1310,0.0125,0.0085,220.0,220.0,0.4588
0.1848,0.2083,0.1562,0.0128,0.0087,220.0,220.0,0.4621
0.1862,0.2266,0.1259,0.0131,0.0089,220.0,220.0,0.4655
0.1875,0.2054,0.1541,0.0134,0.0091,220.0,220.0,0.4689
0.1889,0.2368,0.1316,0.0137,0.0093,220.0,220.0,0.4721
0.1902,0.2087,0.1565,0.0139,0.0095,220.0,220.0,0.4754
0.1916,0.2409,0.1445,0.0143,0.0097,220.0,220.0,0.4790
