Time_s,Left_Speed_m_s,Right_Speed_m_s,Left_Dist_m,Right_Dist_m,PWM_Left,PWM_Right,Target_Speed
0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0,0.0000
0.0015,0.0000,0.0000,0.0000,0.0000,5.6,5.1,0.0077
0.0030,0.0000,0.0000,0.0000,0.0000,10.9,9.9,0.0149
0.0044,0.0000,0.0000,0.0000,0.0000,16.2,14.6,0.0220
0.0058,0.0000,0.0000,0.0000,0.0000,21.2,19.2,0.0288
0.0072,0.0000,0.0000,0.0000,0.0000,26.5,23.9,0.0359
0.0086,0.0000,0.0000,0.0000,0.0000,32.0,28.9,0.0432
0.0101,0.0000,0.0000,0.0000,0.0000,37.3,33.6,0.0503
0.0114,0.0000,0.0000,0.0000,0.0000,42.4,38.2,0.0570
0.0128,0.0000,0.0000,0.0000,0.0000,47.6,42.8,0.0638
0.0141,0.0000,0.0000,0.0000,0.0000,52.9,47.6,0.0707
0.0155,0.0000,0.0000,0.0000,0.0000,58.1,52.3,0.0776
0.0169,0.0000,0.0000,0.0000,0.0000,63.5,57.1,0.0846
0.0183,0.0000,0.0000,0.0000,0.0000,69.0,62.0,0.0916
0.0197,0.0000,0.0000,0.0000,0.0000,74.5,66.9,0.0987
0.0211,0.0000,0.0000,0.0000,0.0000,80.0,71.8,0.1057
0.0225,0.0000,0.0000,0.0000,0.0000,85.4,76.5,0.1125
0.0239,0.0000,0.0000,0.0000,0.0000,91.0,81.6,0.1196
0.0254,0.0000,0.0000,0.0000,0.0000,96.8,86.7,0.1268
0.0267,0.0000,0.0000,0.0000,0.0000,102.2,91.5,0.1336
0.0280,0.0000,0.0000,0.0000,0.0000,107.4,96.1,0.1401
0.0294,0.0000,0.0000,0.0000,0.0000,112.9,100.9,0.1469
0.0308,0.0239,0.0000,0.0000,0.0000,101.3,106.1,0.1541
0.0323,0.0000,0.0000,0.0000,0.0000,124.6,111.4,0.1614
0.0338,0.0000,0.0000,0.0000,0.0000,130.8,116.8,0.1689
0.0352,0.0000,0.0000,0.0000,0.0000,136.8,122.1,0.1762
0.0367,0.0000,0.0000,0.0000,0.0000,142.8,127.4,0.1835
0.0381,0.0000,0.0000,0.0000,0.0000,148.7,132.6,0.1906
0.0395,0.0000,0.0000,0.0000,0.0000,154.6,137.7,0.1976
0.0409,0.0000,0.0000,0.0000,0.0000,160.4,142.8,0.2045
0.0424,0.0000,0.0000,0.0000,0.0000,166.6,148.3,0.2119
0.0438,0.0000,0.0000,0.0000,0.0000,172.6,153.6,0.2190
0.0452,0.0251,0.0000,0.0001,0.0000,160.2,158.7,0.2259
0.0466,0.0000,0.0000,0.0001,0.0000,184.4,163.9,0.2329
0.0480,0.0000,0.0000,0.0001,0.0000,190.5,169.2,0.2400
0.0494,0.0248,0.0000,0.0001,0.0000,178.4,174.5,0.2470
0.0508,0.0000,0.0000,0.0001,0.0000,202.5,179.8,0.2540
0.0522,0.0239,0.0000,0.0001,0.0000,191.3,185.2,0.2612
0.0537,0.0241,0.0000,0.0002,0.0000,197.3,190.7,0.2683
0.0550,0.0000,0.0000,0.0002,0.0000,220.0,195.8,0.2751
0.0564,0.0252,0.0000,0.0002,0.0000,208.4,201.1,0.2819
0.0578,0.0239,0.0000,0.0002,0.0000,215.7,206.7,0.2892
0.0593,0.0241,0.0000,0.0003,0.0000,220.0,212.2,0.2963
0.0607,0.0488,0.0000,0.0003,0.0000,210.0,217.7,0.3034
0.0621,0.0247,0.0000,0.0004,0.0000,220.0,220.0,0.3104
0.0635,0.0236,0.0000,0.0004,0.0000,220.0,220.0,0.3177
0.0650,0.0240,0.0240,0.0004,0.0000,220.0,218.6,0.3249
0.0664,0.0480,0.0000,0.0005,0.0000,220.0,220.0,0.3321
0.0679,0.0468,0.0234,0.0006,0.0001,220.0,220.0,0.3394
0.0694,0.0234,0.0234,0.0006,0.0001,220.0,220.0,0.3468
0.0708,0.0487,0.0244,0.0007,0.0001,220.0,220.0,0.3539
0.0722,0.0497,0.0000,0.0008,0.0001,220.0,220.0,0.3609
0.0735,0.0505,0.0252,0.0008,0.0002,220.0,220.0,0.3677
0.0749,0.0493,0.0246,0.0009,0.0002,220.0,220.0,0.3747
0.0764,0.0473,0.0237,0.0010,0.0002,220.0,220.0,0.3820
0.0778,0.0479,0.0240,0.0010,0.0003,220.0,220.0,0.3892
0.0792,0.0503,0.0251,0.0011,0.0003,220.0,220.0,0.3961
0.0807,0.0707,0.0471,0.0012,0.0004,220.0,220.0,0.4034
0.0821,0.0479,0.0479,0.0013,0.0004,220.0,220.0,0.4106
0.0836,0.0481,0.0240,0.0013,0.0005,220.0,220.0,0.4178
0.0850,0.0708,0.0472,0.0014,0.0006,220.0,220.0,0.4251
0.0865,0.0475,0.0475,0.0015,0.0006,220.0,220.0,0.4323
0.0879,0.0478,0.0478,0.0016,0.0007,220.0,220.0,0.4396
0.0893,0.0727,0.0485,0.0017,0.0008,220.0,220.0,0.4467
0.0908,0.0709,0.0473,0.0018,0.0008,220.0,220.0,0.4540
0.0922,0.0479,0.0479,0.0019,0.0009,220.0,220.0,0.4612
0.0937,0.0717,0.0478,0.0020,0.0010,220.0,220.0,0.4684
0.0951,0.0723,0.0723,0.0021,0.0011,220.0,220.0,0.4756
0.0965,0.0737,0.0491,0.0022,0.0011,220.0,220.0,0.4826
0.0979,0.0747,0.0747,0.0023,0.0012,220.0,220.0,0.4895
0.0994,0.0717,0.0717,0.0024,0.0013,220.0,220.0,0.4968
0.1008,0.0722,0.0481,0.0025,0.0014,220.0,220.0,0.5000
0.1022,0.0742,0.0742,0.0026,0.0015,220.0,220.0,0.5000
0.1035,0.1014,0.0761,0.0027,0.0016,220.0,220.0,0.5000
0.1049,0.0744,0.0992,0.0028,0.0018,220.0,220.0,0.5000
0.1064,0.0949,0.0712,0.0030,0.0019,220.0,220.0,0.5000
0.1078,0.0975,0.0975,0.0031,0.0020,220.0,220.0,0.5000
0.1092,0.0967,0.0725,0.0032,0.0021,220.0,220.0,0.5000
0.1106,0.0980,0.0980,0.0034,0.0022,220.0,220.0,0.5000
0.1121,0.0959,0.0720,0.0035,0.0023,220.0,220.0,0.5000
0.1135,0.0975,0.0975,0.0037,0.0025,220.0,220.0,0.5000
0.1149,0.0726,0.0969,0.0038,0.0026,220.0,220.0,0.5000
0.1164,0.1181,0.0944,0.0039,0.0028,220.0,220.0,0.5000
0.1178,0.0959,0.0959,0.0041,0.0029,220.0,220.0,0.5000
0.1192,0.0971,0.1213,0.0042,0.0031,220.0,220.0,0.5000
0.1206,0.1240,0.0992,0.0044,0.0032,220.0,220.0,0.5000
0.1221,0.0929,0.0929,0.0045,0.0033,220.0,220.0,0.5000
0.1235,0.1212,0.1212,0.0047,0.0035,220.0,220.0,0.5000
0.1249,0.1284,0.1027,0.0049,0.0037,220.0,220.0,0.5000
0.1263,0.1265,0.1265,0.0050,0.0038,220.0,220.0,0.5000
0.1277,0.1155,0.1155,0.0052,0.0040,220.0,220.0,0.5000
0.1293,0.1112,0.1112,0.0054,0.0042,220.0,220.0,0.5000
0.1307,0.1217,0.1217,0.0056,0.0043,220.0,220.0,0.5000
0.1321,0.1487,0.1239,0.0058,0.0045,220.0,220.0,0.5000
0.1335,0.1228,0.1228,0.0059,0.0047,220.0,220.0,0.5000
0.1350,0.1195,0.1195,0.0061,0.0049,220.0,220.0,0.5000
0.1364,0.1454,0.1212,0.0063,0.0050,220.0,220.0,0.5000
0.1378,0.1230,0.1230,0.0065,0.0052,220.0,220.0,0.5000
0.1392,0.1454,0.1454,0.0067,0.0054,220.0,220.0,0.5000
0.1406,0.1449,0.1207,0.0069,0.0056,220.0,220.0,0.5000
0.1420,0.1249,0.1499,0.0071,0.0058,220.0,220.0,0.5000
0.1435,0.1451,0.1209,0.0073,0.0060,220.0,220.0,0.5000
0.1448,0.1237,0.1484,0.0075,0.0062,220.0,220.0,0.5000
0.1463,0.1207,0.1207,0.0076,0.0064,220.0,220.0,0.5000
0.1477,0.1473,0.1473,0.0078,0.0066,220.0,220.0,0.5000
0.1491,0.1257,0.1508,0.0080,0.0068,220.0,220.0,0.5000
0.1505,0.1461,0.1461,0.0082,0.0070,220.0,220.0,0.5000
0.1520,0.1161,0.1393,0.0084,0.0072,220.0,220.0,0.5000
0.1534,0.1459,0.1459,0.0086,0.0074,220.0,220.0,0.5000
0.1547,0.1570,0.1570,0.0088,0.0076,220.0,220.0,0.5000
0.1561,0.1495,0.1495,0.0090,0.0078,220.0,220.0,0.5000
0.1576,0.1350,0.1575,0.0092,0.0080,220.0,220.0,0.5000
0.1604,0.1467,0.1712,0.0096,0.0085,220.0,220.0,0.5000
0.1619,0.1624,0.1624,0.0099,0.0088,220.0,220.0,0.5000
0.1633,0.1475,0.1721,0.0101,0.0090,220.0,220.0,0.5000
0.1647,0.1553,0.2071,0.0103,0.0093,220.0,220.0,0.5000
0.1660,0.1580,0.1843,0.0105,0.0095,220.0,220.0,0.5000
0.1673,0.1545,0.1802,0.0107,0.0098,220.0,220.0,0.5000
0.1687,0.1702,0.1945,0.0109,0.0100,220.0,220.0,0.5000
0.1701,0.1529,0.1784,0.0111,0.0103,220.0,220.0,0.5000
0.1714,0.1573,0.2098,0.0114,0.0106,220.0,220.0,0.5000
0.1729,0.1638,0.1872,0.0116,0.0108,220.0,220.0,0.5000
0.1743,0.1677,0.2156,0.0118,0.0111,220.0,220.0,0.5000
0.1757,0.1484,0.1979,0.0120,0.0114,220.0,220.0,0.5000
0.1770,0.1836,0.2098,0.0123,0.0117,220.0,220.0,0.5000
0.1784,0.1543,0.2057,0.0125,0.0120,220.0,220.0,0.5000
0.1798,0.1747,0.1997,0.0127,0.0123,220.0,220.0,0.5000
0.1811,0.1517,0.2276,0.0129,0.0126,220.0,220.0,0.5000
0.1824,0.1580,0.2107,0.0132,0.0128,220.0,220.0,0.5000
0.1838,0.1536,0.2304,0.0134,0.0132,220.0,220.0,0.5000
0.1852,0.1743,0.2241,0.0136,0.0135,220.0,220.0,0.5000
0.1866,0.1678,0.2157,0.0138,0.0138,220.0,220.0,0.5000
