Time_s,Left_Speed_m_s,Right_Speed_m_s,Left_Dist_m,Right_Dist_m,PWM_Left,PWM_Right,Target_Speed
0.0000,0.0000,0.0000,0.0000,0.0000,250.0,210.5,0.5000
0.0018,0.0000,0.0000,0.0000,0.0000,250.0,211.6,0.5000
0.0033,0.0000,0.0000,0.0000,0.0000,250.0,212.5,0.5000
0.0049,0.0000,0.0000,0.0000,0.0000,250.0,213.5,0.5000
0.0065,0.0000,0.0000,0.0000,0.0000,250.0,214.5,0.5000
0.0080,0.0000,0.0000,0.0000,0.0000,250.0,215.5,0.5000
0.0098,0.0000,0.0000,0.0000,0.0000,250.0,216.6,0.5000
0.0115,0.0000,0.0000,0.0000,0.0000,250.0,217.7,0.5000
0.0132,0.0000,0.0000,0.0000,0.0000,250.0,218.7,0.5000
0.0148,0.0212,0.0000,0.0000,0.0000,250.0,219.7,0.5000
0.0164,0.0215,0.0000,0.0001,0.0000,250.0,220.7,0.5000
0.0180,0.0219,0.0000,0.0001,0.0000,250.0,221.7,0.5000
0.0196,0.0215,0.0000,0.0001,0.0000,250.0,222.7,0.5000
0.0212,0.0218,0.0000,0.0002,0.0000,250.0,223.7,0.5000
0.0227,0.0231,0.0000,0.0002,0.0000,250.0,224.6,0.5000
0.0243,0.0423,0.0212,0.0003,0.0000,250.0,216.7,0.5000
0.0259,0.0210,0.0420,0.0003,0.0001,250.0,208.9,0.5000
0.0274,0.0231,0.0231,0.0003,0.0001,250.0,217.7,0.5000
0.0290,0.0446,0.0223,0.0004,0.0002,250.0,219.0,0.5000
0.0306,0.0209,0.0418,0.0004,0.0002,250.0,211.7,0.5000
0.0323,0.0409,0.0409,0.0005,0.0003,250.0,213.1,0.5000
0.0340,0.0205,0.0205,0.0006,0.0003,250.0,222.6,0.5000
0.0356,0.0216,0.0432,0.0006,0.0004,250.0,214.0,0.5000
0.0372,0.0425,0.0425,0.0007,0.0005,250.0,215.2,0.5000
0.0388,0.0223,0.0446,0.0007,0.0006,250.0,215.2,0.5000
0.0404,0.0214,0.0428,0.0007,0.0006,250.0,216.9,0.5000
0.0420,0.0215,0.0644,0.0008,0.0007,250.0,208.7,0.5000
0.0435,0.0443,0.0664,0.0008,0.0008,250.0,208.7,0.5000
0.0451,0.0222,0.0667,0.0009,0.0009,250.0,209.4,0.5000
0.0468,0.0404,0.0606,0.0009,0.0010,250.0,212.9,0.5000
0.0485,0.0205,0.0820,0.0010,0.0012,250.0,204.8,0.5000
0.0501,0.0420,0.0630,0.0010,0.0013,250.0,213.7,0.5000
0.0517,0.0214,0.0643,0.0011,0.0014,250.0,214.0,0.5000
0.0534,0.0422,0.0633,0.0011,0.0015,250.0,215.3,0.5000
0.0549,0.0222,0.0890,0.0012,0.0016,250.0,205.3,0.5000
0.0565,0.0449,0.0897,0.0012,0.0018,250.0,205.8,0.5000
0.0581,0.0425,0.0638,0.0013,0.0019,250.0,217.6,0.5000
0.0597,0.0427,0.0854,0.0014,0.0020,250.0,209.3,0.5000
0.0612,0.0227,0.0907,0.0014,0.0021,250.0,207.9,0.5000
0.0629,0.0424,0.0848,0.0015,0.0023,250.0,211.2,0.5000
0.0645,0.0427,0.0853,0.0016,0.0024,250.0,211.8,0.5000
0.0669,0.0428,0.0998,0.0017,0.0027,250.0,207.0,0.5000
0.0685,0.0424,0.1060,0.0017,0.0028,250.0,205.1,0.5000
0.0702,0.0628,0.0838,0.0018,0.0030,250.0,215.4,0.5000
0.0717,0.0443,0.1108,0.0019,0.0031,250.0,204.7,0.5000
0.0733,0.0641,0.1068,0.0020,0.0033,250.0,207.2,0.5000
0.0750,0.0635,0.1059,0.0021,0.0035,250.0,208.4,0.5000
0.0767,0.0598,0.1196,0.0022,0.0037,250.0,203.5,0.5000
0.0783,0.0663,0.1105,0.0023,0.0039,250.0,208.0,0.5000
0.0799,0.0648,0.1080,0.0024,0.0040,250.0,209.9,0.5000
0.0817,0.0760,0.1330,0.0026,0.0043,250.0,200.2,0.5000
0.0834,0.0814,0.1220,0.0027,0.0045,250.0,205.6,0.5000
0.0850,0.0639,0.1278,0.0028,0.0047,250.0,203.9,0.5000
0.0866,0.0658,0.1315,0.0029,0.0049,250.0,203.1,0.5000
0.0882,0.0856,0.1498,0.0030,0.0051,250.0,196.1,0.5000
0.0898,0.0873,0.1528,0.0032,0.0054,250.0,195.6,0.5000
0.0913,0.0664,0.1328,0.0033,0.0056,250.0,204.7,0.5000
0.0930,0.0850,0.1487,0.0034,0.0058,250.0,198.7,0.5000
0.0945,0.0902,0.1352,0.0036,0.0060,250.0,205.1,0.5000
0.0959,0.0941,0.1647,0.0037,0.0063,250.0,193.3,0.5000
0.0975,0.0885,0.1549,0.0038,0.0065,250.0,198.1,0.5000
0.0991,0.0852,0.1492,0.0040,0.0068,250.0,201.2,0.5000
0.1012,0.0985,0.1642,0.0042,0.0071,250.0,195.8,0.5000
0.1036,0.0868,0.1447,0.0044,0.0075,250.0,205.0,0.5000
0.1061,0.0846,0.1693,0.0046,0.0079,250.0,195.7,0.5000
0.1077,0.0824,0.1649,0.0047,0.0081,250.0,198.2,0.5000
0.1093,0.0899,0.1797,0.0049,0.0084,250.0,192.6,0.5000
0.1108,0.0895,0.1790,0.0050,0.0087,250.0,193.5,0.5000
0.1124,0.1068,0.1709,0.0052,0.0090,250.0,197.6,0.5000
0.1142,0.0998,0.1797,0.0053,0.0093,250.0,194.6,0.5000
0.1158,0.0846,0.1903,0.0055,0.0096,250.0,190.7,0.5000
0.1175,0.0785,0.1767,0.0056,0.0099,250.0,197.2,0.5000
0.1192,0.1043,0.1878,0.0058,0.0102,250.0,193.2,0.5000
0.1209,0.1037,0.1866,0.0060,0.0105,250.0,194.3,0.5000
0.1224,0.1126,0.2026,0.0061,0.0108,250.0,188.2,0.5000
0.1240,0.1070,0.1926,0.0063,0.0111,250.0,193.0,0.5000
0.1257,0.1007,0.2014,0.0065,0.0115,250.0,189.9,0.5000
0.1274,0.1272,0.1908,0.0067,0.0118,250.0,195.0,0.5000
0.1289,0.0903,0.2031,0.0068,0.0121,250.0,190.4,0.5000
0.1305,0.1268,0.2113,0.0070,0.0125,250.0,187.5,0.5000
0.1323,0.0990,0.2178,0.0072,0.0128,250.0,185.4,0.5000
0.1340,0.1213,0.2224,0.0074,0.0132,250.0,184.1,0.5000
0.1356,0.1061,0.2122,0.0076,0.0136,250.0,189.0,0.5000
0.1373,0.1037,0.2073,0.0078,0.0139,250.0,191.6,0.5000
0.1389,0.1300,0.2384,0.0080,0.0143,250.0,179.1,0.5000
0.1405,0.1027,0.2053,0.0081,0.0146,250.0,193.6,0.5000
0.1422,0.1213,0.2225,0.0084,0.0150,250.0,187.0,0.5000
0.1438,0.1098,0.2195,0.0085,0.0154,250.0,188.8,0.5000
0.1454,0.1290,0.2365,0.0087,0.0157,250.0,182.1,0.5000
0.1471,0.1056,0.2112,0.0089,0.0161,250.0,193.4,0.5000
0.1487,0.1233,0.2466,0.0091,0.0165,250.0,179.0,0.5000
0.1504,0.1249,0.2290,0.0093,0.0169,250.0,187.0,0.5000
0.1520,0.1272,0.2545,0.0095,0.0173,250.0,176.8,0.5000
0.1537,0.1265,0.2531,0.0097,0.0177,250.0,177.9,0.5000
0.1553,0.1457,0.2289,0.0100,0.0181,250.0,188.6,0.5000
0.1570,0.1262,0.2735,0.0102,0.0185,250.0,170.3,0.5000
0.1586,0.1510,0.2374,0.0104,0.0189,250.0,186.0,0.5000
0.1601,0.1358,0.2716,0.0106,0.0193,250.0,172.1,0.5000
0.1616,0.1553,0.2440,0.0109,0.0197,250.0,184.2,0.5000
0.1632,0.1551,0.2659,0.0111,0.0201,250.0,175.4,0.5000
0.1649,0.1456,0.2496,0.0114,0.0205,250.0,182.8,0.5000
0.1665,0.1446,0.2685,0.0116,0.0210,250.0,175.3,0.5000
0.1681,0.1732,0.2598,0.0119,0.0214,250.0,179.5,0.5000
0.1697,0.1340,0.2680,0.0121,0.0218,250.0,176.4,0.5000
0.1713,0.1661,0.2907,0.0124,0.0223,250.0,167.4,0.5000
0.1729,0.1501,0.2787,0.0126,0.0227,250.0,172.8,0.5000
0.1745,0.1508,0.2586,0.0128,0.0232,250.0,181.8,0.5000
0.1762,0.1490,0.2766,0.0131,0.0236,250.0,174.6,0.5000
