Time_s,Left_Speed_m_s,Right_Speed_m_s,Left_Dist_m,Right_Dist_m,PWM_Left,PWM_Right,Target_Speed
0.0000,0.0000,0.0000,0.0000,0.0000,250.0,210.5,0.5000
0.0014,0.0000,0.0000,0.0000,0.0000,250.0,211.9,0.5000
0.0028,0.0000,0.0000,0.0000,0.0000,250.0,213.2,0.5000
0.0042,0.0000,0.0000,0.0000,0.0000,250.0,214.6,0.5000
0.0056,0.0000,0.0000,0.0000,0.0000,250.0,216.0,0.5000
0.0069,0.0000,0.0000,0.0000,0.0000,250.0,217.4,0.5000
0.0084,0.0000,0.0000,0.0000,0.0000,250.0,218.8,0.5000
0.0099,0.0000,0.0000,0.0000,0.0000,250.0,220.3,0.5000
0.0113,0.0000,0.0000,0.0000,0.0000,250.0,221.7,0.5000
0.0126,0.0257,0.0000,0.0000,0.0000,250.0,223.1,0.5000
0.0140,0.0248,0.0000,0.0001,0.0000,250.0,224.5,0.5000
0.0154,0.0247,0.0000,0.0001,0.0000,250.0,225.9,0.5000
0.0167,0.0000,0.0000,0.0001,0.0000,250.0,227.2,0.5000
0.0181,0.0259,0.0000,0.0001,0.0000,250.0,228.5,0.5000
0.0195,0.0245,0.0000,0.0002,0.0000,250.0,229.9,0.5000
0.0209,0.0474,0.0000,0.0002,0.0000,250.0,231.4,0.5000
0.0222,0.0261,0.0000,0.0003,0.0000,250.0,232.7,0.5000
0.0236,0.0512,0.0256,0.0003,0.0000,250.0,223.2,0.5000
0.0250,0.0247,0.0247,0.0004,0.0001,250.0,224.9,0.5000
0.0264,0.0487,0.0244,0.0004,0.0001,250.0,226.4,0.5000
0.0279,0.0474,0.0237,0.0005,0.0001,250.0,228.1,0.5000
0.0293,0.0484,0.0242,0.0006,0.0002,250.0,229.2,0.5000
0.0308,0.0689,0.0459,0.0007,0.0002,250.0,221.4,0.5000
0.0322,0.0496,0.0496,0.0008,0.0003,250.0,221.2,0.5000
0.0335,0.0524,0.0262,0.0008,0.0003,250.0,232.3,0.5000
0.0349,0.0501,0.0501,0.0009,0.0004,250.0,223.4,0.5000
0.0363,0.0494,0.0247,0.0010,0.0004,250.0,235.5,0.5000
0.0376,0.0526,0.0526,0.0010,0.0005,250.0,224.9,0.5000
0.0389,0.0265,0.0265,0.0011,0.0006,250.0,237.1,0.5000
0.0403,0.0506,0.0506,0.0011,0.0006,250.0,228.2,0.5000
0.0417,0.0495,0.0248,0.0012,0.0007,250.0,240.4,0.5000
0.0430,0.0501,0.0501,0.0013,0.0007,250.0,231.0,0.5000
0.0444,0.0487,0.0487,0.0013,0.0008,250.0,232.8,0.5000
0.0459,0.0478,0.0478,0.0014,0.0009,250.0,234.5,0.5000
0.0473,0.0478,0.0478,0.0015,0.0009,250.0,235.8,0.5000
0.0487,0.0784,0.0522,0.0016,0.0010,250.0,235.1,0.5000
0.0500,0.0528,0.0528,0.0017,0.0011,250.0,236.1,0.5000
0.0514,0.0472,0.0472,0.0017,0.0011,250.0,239.7,0.5000
0.0529,0.0478,0.0478,0.0018,0.0012,250.0,240.8,0.5000
0.0543,0.0732,0.0488,0.0019,0.0013,250.0,241.7,0.5000
0.0557,0.0501,0.0752,0.0020,0.0014,250.0,231.7,0.5000
0.0571,0.0738,0.0492,0.0021,0.0014,250.0,243.9,0.5000
0.0585,0.0740,0.0740,0.0022,0.0016,250.0,234.7,0.5000
0.0598,0.0521,0.0521,0.0022,0.0016,250.0,245.1,0.5000
0.0611,0.0788,0.0788,0.0023,0.0017,250.0,234.9,0.5000
0.0625,0.0723,0.0482,0.0025,0.0018,250.0,249.1,0.5000
0.0640,0.0716,0.0716,0.0026,0.0019,250.0,240.5,0.5000
0.0654,0.0964,0.0723,0.0027,0.0020,250.0,241.5,0.5000
0.0667,0.0783,0.0783,0.0028,0.0021,250.0,240.0,0.5000
0.0681,0.0770,0.0770,0.0029,0.0022,250.0,241.7,0.5000
0.0695,0.0756,0.0756,0.0030,0.0023,250.0,243.5,0.5000
0.0708,0.0990,0.0990,0.0031,0.0025,250.0,234.7,0.5000
0.0721,0.0797,0.0797,0.0032,0.0026,250.0,243.9,0.5000
0.0735,0.1022,0.0767,0.0034,0.0027,250.0,246.4,0.5000
0.0749,0.1186,0.1186,0.0036,0.0028,250.0,229.8,0.5000
0.0764,0.0969,0.0727,0.0037,0.0029,250.0,250.0,0.5000
0.0778,0.0988,0.0988,0.0038,0.0031,250.0,240.5,0.5000
0.0792,0.1235,0.0988,0.0040,0.0032,250.0,241.6,0.5000
0.0806,0.0984,0.0984,0.0041,0.0033,250.0,242.9,0.5000
0.0820,0.1176,0.0941,0.0043,0.0035,250.0,246.0,0.5000
0.0833,0.1316,0.1053,0.0045,0.0036,250.0,242.3,0.5000
0.0847,0.1024,0.1280,0.0046,0.0038,250.0,233.7,0.5000
0.0861,0.1196,0.0957,0.0048,0.0039,250.0,248.5,0.5000
0.0876,0.1203,0.1203,0.0050,0.0041,250.0,239.2,0.5000
0.0889,0.1307,0.1045,0.0051,0.0042,250.0,246.9,0.5000
0.0902,0.1281,0.1025,0.0053,0.0044,250.0,248.8,0.5000
0.0916,0.1257,0.1005,0.0055,0.0045,250.0,250.0,0.5000
0.0930,0.1453,0.1211,0.0057,0.0047,250.0,243.2,0.5000
0.0944,0.1258,0.1006,0.0059,0.0048,250.0,250.0,0.5000
0.0958,0.1452,0.1210,0.0061,0.0050,250.0,245.4,0.5000
0.0973,0.1201,0.0961,0.0062,0.0051,250.0,250.0,0.5000
0.0987,0.1494,0.1245,0.0065,0.0053,250.0,246.1,0.5000
0.1001,0.1232,0.1232,0.0066,0.0055,250.0,247.7,0.5000
0.1015,0.1486,0.1238,0.0068,0.0057,250.0,248.5,0.5000
0.1028,0.1491,0.1243,0.0070,0.0058,250.0,249.4,0.5000
0.1042,0.1490,0.1242,0.0072,0.0060,250.0,250.0,0.5000
0.1056,0.1518,0.1012,0.0075,0.0061,250.0,250.0,0.5000
0.1071,0.1665,0.1427,0.0077,0.0064,250.0,244.8,0.5000
0.1086,0.1336,0.1114,0.0079,0.0065,250.0,250.0,0.5000
0.1100,0.1499,0.1499,0.0081,0.0067,250.0,243.9,0.5000
0.1113,0.1585,0.1057,0.0083,0.0069,250.0,250.0,0.5000
0.1126,0.1562,0.1302,0.0085,0.0070,250.0,250.0,0.5000
0.1140,0.1756,0.1254,0.0088,0.0072,250.0,250.0,0.5000
0.1154,0.1496,0.1247,0.0090,0.0074,250.0,250.0,0.5000
0.1167,0.1808,0.1291,0.0092,0.0076,250.0,250.0,0.5000
0.1180,0.1552,0.1293,0.0094,0.0077,250.0,250.0,0.5000
0.1194,0.1475,0.1229,0.0096,0.0079,250.0,250.0,0.5000
0.1209,0.1667,0.1429,0.0099,0.0081,250.0,250.0,0.5000
0.1223,0.1515,0.1263,0.0101,0.0083,250.0,250.0,0.5000
0.1236,0.1783,0.1528,0.0103,0.0085,250.0,250.0,0.5000
0.1250,0.1717,0.1226,0.0106,0.0087,250.0,250.0,0.5000
0.1265,0.1656,0.1419,0.0108,0.0089,250.0,250.0,0.5000
0.1279,0.1706,0.1462,0.0110,0.0091,250.0,250.0,0.5000
0.1293,0.1918,0.1439,0.0113,0.0093,250.0,250.0,0.5000
0.1308,0.1943,0.1457,0.0116,0.0095,250.0,250.0,0.5000
0.1322,0.1713,0.1224,0.0118,0.0097,250.0,250.0,0.5000
0.1335,0.2054,0.1540,0.0121,0.0099,250.0,250.0,0.5000
0.1349,0.1963,0.1472,0.0124,0.0101,250.0,250.0,0.5000
0.1363,0.2000,0.1500,0.0127,0.0103,250.0,250.0,0.5000
0.1377,0.2009,0.1507,0.0129,0.0105,250.0,250.0,0.5000
0.1391,0.1923,0.1682,0.0132,0.0107,250.0,250.0,0.5000
0.1405,0.2010,0.1507,0.0135,0.0109,250.0,250.0,0.5000
0.1419,0.1946,0.1703,0.0138,0.0112,250.0,250.0,0.5000
0.1434,0.2147,0.1432,0.0141,0.0114,250.0,250.0,0.5000
0.1447,0.2074,0.1815,0.0144,0.0116,250.0,250.0,0.5000
0.1460,0.2111,0.1583,0.0146,0.0118,250.0,250.0,0.5000
0.1473,0.2074,0.1815,0.0149,0.0121,250.0,250.0,0.5000
0.1487,0.2246,0.1747,0.0152,0.0123,250.0,250.0,0.5000
0.1501,0.1993,0.1495,0.0155,0.0125,250.0,250.0,0.5000
0.1514,0.2366,0.1840,0.0158,0.0128,250.0,250.0,0.5000
0.1528,0.2282,0.1775,0.0161,0.0130,250.0,250.0,0.5000
0.1547,0.2293,0.1764,0.0166,0.0134,250.0,250.0,0.5000
0.1562,0.2082,0.1619,0.0169,0.0136,250.0,250.0,0.5000
0.1576,0.2321,0.1805,0.0172,0.0138,250.0,250.0,0.5000
0.1590,0.2205,0.1715,0.0175,0.0141,250.0,250.0,0.5000
0.1604,0.2330,0.1864,0.0178,0.0144,250.0,250.0,0.5000
0.1618,0.2111,0.1583,0.0181,0.0146,250.0,250.0,0.5000
