Time_s,Left_Speed_m_s,Right_Speed_m_s,Left_Dist_m,Right_Dist_m,PWM_Left,PWM_Right,Target_Speed
0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0,0.0000
0.0015,0.0000,0.0000,0.0000,0.0000,3.7,3.4,0.0051
0.0028,0.0000,0.0000,0.0000,0.0000,7.1,6.5,0.0098
0.0041,0.0000,0.0000,0.0000,0.0000,10.6,9.5,0.0144
0.0054,0.0000,0.0000,0.0000,0.0000,13.9,12.6,0.0189
0.0067,0.0000,0.0000,0.0000,0.0000,17.4,15.7,0.0236
0.0081,0.0000,0.0000,0.0000,0.0000,21.0,19.0,0.0285
0.0095,0.0000,0.0000,0.0000,0.0000,24.7,22.3,0.0334
0.0109,0.0000,0.0000,0.0000,0.0000,28.3,25.5,0.0381
0.0123,0.0000,0.0000,0.0000,0.0000,32.0,28.8,0.0429
0.0137,0.0000,0.0000,0.0000,0.0000,35.8,32.2,0.0479
0.0150,0.0000,0.0000,0.0000,0.0000,39.4,35.5,0.0526
0.0164,0.0000,0.0000,0.0000,0.0000,43.0,38.6,0.0572
0.0177,0.0000,0.0000,0.0000,0.0000,46.6,41.9,0.0619
0.0191,0.0000,0.0000,0.0000,0.0000,50.4,45.3,0.0668
0.0206,0.0000,0.0000,0.0000,0.0000,54.6,49.0,0.0722
0.0219,0.0000,0.0000,0.0000,0.0000,58.2,52.2,0.0768
0.0235,0.0000,0.0000,0.0000,0.0000,62.5,56.0,0.0822
0.0249,0.0000,0.0000,0.0000,0.0000,66.6,59.6,0.0873
0.0265,0.0000,0.0000,0.0000,0.0000,70.9,63.5,0.0927
0.0282,0.0000,0.0000,0.0000,0.0000,75.7,67.7,0.0987
0.0298,0.0000,0.0000,0.0000,0.0000,80.2,71.7,0.1042
0.0313,0.0000,0.0000,0.0000,0.0000,84.4,75.4,0.1094
0.0327,0.0000,0.0000,0.0000,0.0000,88.4,78.9,0.1143
0.0342,0.0000,0.0000,0.0000,0.0000,92.7,82.7,0.1196
0.0357,0.0000,0.0000,0.0000,0.0000,97.2,86.7,0.1250
0.0372,0.0000,0.0000,0.0000,0.0000,101.4,90.4,0.1301
0.0386,0.0000,0.0000,0.0000,0.0000,105.5,93.9,0.1349
0.0403,0.0000,0.0000,0.0000,0.0000,110.4,98.3,0.1409
0.0417,0.0000,0.0000,0.0000,0.0000,114.7,102.1,0.1460
0.0431,0.0000,0.0000,0.0000,0.0000,118.8,105.7,0.1508
0.0444,0.0000,0.0000,0.0000,0.0000,122.7,109.1,0.1554
0.0457,0.0000,0.0000,0.0000,0.0000,126.6,112.5,0.1600
0.0471,0.0000,0.0000,0.0000,0.0000,130.7,116.0,0.1647
0.0485,0.0000,0.0000,0.0000,0.0000,134.9,119.7,0.1696
0.0499,0.0000,0.0000,0.0000,0.0000,139.2,123.5,0.1746
0.0512,0.0000,0.0000,0.0000,0.0000,143.3,127.0,0.1793
0.0526,0.0258,0.0258,0.0000,0.0000,128.6,113.6,0.1840
0.0540,0.0000,0.0000,0.0000,0.0000,151.7,134.3,0.1890
0.0554,0.0250,0.0000,0.0001,0.0000,137.7,138.0,0.1939
0.0567,0.0000,0.0000,0.0001,0.0000,159.9,141.6,0.1985
0.0580,0.0261,0.0000,0.0001,0.0000,145.0,145.1,0.2031
0.0594,0.0000,0.0253,0.0001,0.0001,168.2,132.1,0.2079
0.0607,0.0255,0.0000,0.0001,0.0001,153.8,152.4,0.2126
0.0620,0.0266,0.0000,0.0002,0.0001,157.0,155.9,0.2171
0.0634,0.0000,0.0000,0.0002,0.0001,180.5,159.6,0.2218
0.0647,0.0255,0.0000,0.0002,0.0001,166.1,163.3,0.2265
0.0661,0.0257,0.0257,0.0002,0.0001,170.2,149.9,0.2312
0.0674,0.0263,0.0263,0.0003,0.0001,173.9,153.1,0.2358
0.0687,0.0262,0.0262,0.0003,0.0002,178.0,156.8,0.2404
0.0701,0.0251,0.0251,0.0003,0.0002,183.2,161.3,0.2452
0.0714,0.0264,0.0000,0.0004,0.0002,186.4,181.4,0.2498
0.0727,0.0268,0.0268,0.0004,0.0002,190.2,167.3,0.2543
0.0740,0.0265,0.0265,0.0004,0.0003,194.6,171.1,0.2589
0.0754,0.0243,0.0243,0.0005,0.0003,200.7,176.4,0.2639
0.0768,0.0248,0.0248,0.0005,0.0003,204.8,180.0,0.2687
0.0781,0.0506,0.0506,0.0006,0.0004,190.4,166.7,0.2735
0.0795,0.0264,0.0264,0.0006,0.0004,212.2,186.3,0.2781
0.0808,0.0260,0.0260,0.0007,0.0005,216.8,190.3,0.2827
0.0822,0.0501,0.0250,0.0007,0.0005,203.7,194.8,0.2876
0.0835,0.0260,0.0520,0.0008,0.0006,225.6,180.7,0.2922
0.0848,0.0265,0.0265,0.0008,0.0006,229.5,201.2,0.2968
0.0861,0.0520,0.0520,0.0009,0.0007,215.3,188.1,0.3014
0.0875,0.0253,0.0505,0.0009,0.0008,239.2,192.9,0.3062
0.0888,0.0509,0.0509,0.0010,0.0008,225.1,196.4,0.3109
0.0901,0.0266,0.0532,0.0010,0.0009,247.0,198.5,0.3155
0.0914,0.0529,0.0529,0.0011,0.0010,232.2,202.4,0.3201
0.0928,0.0261,0.0523,0.0011,0.0010,250.0,206.6,0.3247
0.0941,0.0504,0.0504,0.0012,0.0011,243.0,211.7,0.3295
0.0955,0.0512,0.0767,0.0012,0.0012,247.0,198.1,0.3342
0.0969,0.0492,0.0492,0.0013,0.0013,250.0,220.2,0.3391
0.0983,0.0751,0.0500,0.0014,0.0013,238.8,223.7,0.3439
0.0996,0.0510,0.0765,0.0015,0.0014,250.0,210.0,0.3487
0.1010,0.0506,0.0506,0.0016,0.0015,250.0,231.0,0.3534
0.1023,0.0775,0.0517,0.0017,0.0016,250.0,234.2,0.3581
0.1037,0.0754,0.0754,0.0018,0.0017,250.0,222.5,0.3629
0.1051,0.0480,0.0720,0.0018,0.0018,250.0,228.8,0.3679
0.1065,0.0737,0.0737,0.0019,0.0019,250.0,231.8,0.3729
0.1079,0.0760,0.0760,0.0020,0.0020,250.0,234.2,0.3776
0.1092,0.1059,0.0794,0.0022,0.0021,250.0,235.7,0.3822
0.1105,0.0771,0.1029,0.0023,0.0022,250.0,224.1,0.3869
0.1119,0.0759,0.0759,0.0024,0.0023,250.0,245.8,0.3917
0.1133,0.0766,0.0766,0.0025,0.0025,250.0,249.3,0.3964
0.1146,0.0992,0.1240,0.0026,0.0026,250.0,222.1,0.4013
0.1161,0.0974,0.0730,0.0028,0.0027,250.0,250.0,0.4062
0.1174,0.1019,0.1019,0.0029,0.0029,250.0,244.7,0.4110
0.1187,0.0788,0.1051,0.0030,0.0030,250.0,246.4,0.4156
0.1200,0.1060,0.0795,0.0031,0.0031,250.0,250.0,0.4201
0.1214,0.1031,0.1031,0.0033,0.0032,250.0,250.0,0.4248
0.1227,0.1006,0.1006,0.0034,0.0034,250.0,250.0,0.4296
0.1241,0.1026,0.1026,0.0036,0.0035,250.0,250.0,0.4343
