Time_s,Left_Speed_m_s,Right_Speed_m_s,Left_Dist_m,Right_Dist_m,PWM_Left,PWM_Right,Target_Speed
0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0,0.0000
0.0017,0.0000,0.0000,0.0000,0.0000,3.0,2.7,0.0041
0.0031,0.0000,0.0000,0.0000,0.0000,5.7,5.2,0.0078
0.0046,0.0000,0.0000,0.0000,0.0000,8.5,7.6,0.0115
0.0089,0.0000,0.0000,0.0000,0.0000,16.6,15.0,0.0224
0.0103,0.0000,0.0000,0.0000,0.0000,19.1,17.2,0.0257
0.0116,0.0000,0.0000,0.0000,0.0000,21.6,19.4,0.0289
0.0129,0.0000,0.0000,0.0000,0.0000,24.1,21.7,0.0323
0.0143,0.0000,0.0000,0.0000,0.0000,26.7,24.0,0.0357
0.0157,0.0000,0.0000,0.0000,0.0000,29.4,26.4,0.0391
0.0170,0.0000,0.0000,0.0000,0.0000,32.0,28.8,0.0425
0.0183,0.0000,0.0000,0.0000,0.0000,34.6,31.0,0.0458
0.0197,0.0000,0.0000,0.0000,0.0000,37.2,33.3,0.0491
0.0210,0.0000,0.0000,0.0000,0.0000,39.9,35.7,0.0526
0.0224,0.0000,0.0000,0.0000,0.0000,42.6,38.2,0.0561
0.0237,0.0000,0.0000,0.0000,0.0000,45.2,40.5,0.0593
0.0251,0.0000,0.0000,0.0000,0.0000,47.8,42.8,0.0626
0.0264,0.0000,0.0000,0.0000,0.0000,50.6,45.3,0.0661
0.0279,0.0241,0.0000,0.0000,0.0000,35.8,47.8,0.0697
0.0292,0.0000,0.0000,0.0000,0.0000,56.1,50.3,0.0731
0.0306,0.0000,0.0000,0.0000,0.0000,59.0,52.8,0.0766
0.0320,0.0000,0.0000,0.0000,0.0000,61.8,55.3,0.0801
0.0334,0.0000,0.0000,0.0000,0.0000,64.5,57.7,0.0834
0.0348,0.0000,0.0000,0.0000,0.0000,67.4,60.2,0.0869
0.0361,0.0000,0.0000,0.0000,0.0000,70.2,62.7,0.0904
0.0376,0.0000,0.0000,0.0000,0.0000,73.2,65.3,0.0939
0.0390,0.0000,0.0000,0.0000,0.0000,76.2,67.9,0.0975
0.0403,0.0000,0.0000,0.0000,0.0000,79.0,70.4,0.1008
0.0417,0.0000,0.0000,0.0000,0.0000,81.9,72.9,0.1043
0.0431,0.0000,0.0000,0.0000,0.0000,84.8,75.5,0.1077
0.0444,0.0000,0.0000,0.0000,0.0000,87.6,78.0,0.1110
0.0457,0.0000,0.0000,0.0000,0.0000,90.4,80.4,0.1143
0.0471,0.0000,0.0000,0.0000,0.0000,93.3,82.9,0.1176
0.0484,0.0000,0.0000,0.0000,0.0000,96.2,85.5,0.1211
0.0498,0.0000,0.0000,0.0000,0.0000,99.1,88.0,0.1244
0.0511,0.0000,0.0000,0.0000,0.0000,101.9,90.4,0.1276
0.0524,0.0000,0.0000,0.0000,0.0000,104.8,92.9,0.1310
0.0538,0.0000,0.0244,0.0000,0.0000,107.9,79.5,0.1345
0.0552,0.0000,0.0000,0.0000,0.0000,111.0,98.2,0.1380
0.0566,0.0000,0.0000,0.0000,0.0000,114.0,100.8,0.1414
0.0579,0.0261,0.0000,0.0001,0.0000,97.9,103.4,0.1447
0.0593,0.0000,0.0000,0.0001,0.0000,119.9,106.1,0.1482
0.0606,0.0257,0.0000,0.0001,0.0000,104.2,108.7,0.1516
0.0619,0.0000,0.0000,0.0001,0.0000,125.8,111.2,0.1548
0.0633,0.0261,0.0000,0.0001,0.0000,109.7,113.8,0.1581
0.0646,0.0000,0.0000,0.0001,0.0000,131.8,116.5,0.1616
0.0659,0.0261,0.0000,0.0002,0.0000,115.7,119.1,0.1649
0.0672,0.0000,0.0000,0.0002,0.0000,137.6,121.6,0.1681
0.0686,0.0259,0.0000,0.0002,0.0000,121.8,124.3,0.1715
0.0700,0.0251,0.0251,0.0002,0.0001,125.4,110.4,0.1749
0.0714,0.0243,0.0000,0.0003,0.0001,129.2,129.7,0.1784
0.0727,0.0000,0.0000,0.0003,0.0001,150.0,132.5,0.1819
0.0741,0.0258,0.0000,0.0003,0.0001,134.3,135.1,0.1852
0.0755,0.0249,0.0249,0.0003,0.0001,138.1,121.5,0.1887
0.0769,0.0244,0.0000,0.0004,0.0001,141.7,140.7,0.1922
0.0783,0.0244,0.0244,0.0004,0.0001,144.9,127.5,0.1957
0.0797,0.0249,0.0000,0.0004,0.0001,147.7,146.3,0.1992
0.0811,0.0247,0.0247,0.0005,0.0002,151.1,132.8,0.2027
0.0824,0.0252,0.0252,0.0005,0.0002,153.9,135.2,0.2061
0.0838,0.0256,0.0000,0.0006,0.0002,156.8,154.6,0.2095
0.0851,0.0262,0.0524,0.0006,0.0003,159.4,122.7,0.2128
0.0865,0.0250,0.0250,0.0006,0.0003,163.5,143.5,0.2162
0.0879,0.0504,0.0252,0.0007,0.0003,148.2,146.1,0.2197
0.0892,0.0263,0.0263,0.0007,0.0004,168.8,148.0,0.2229
0.0905,0.0517,0.0258,0.0008,0.0004,153.5,151.1,0.2263
0.0919,0.0247,0.0493,0.0008,0.0005,176.4,138.4,0.2298
0.0932,0.0522,0.0261,0.0009,0.0005,159.5,156.4,0.2331
0.0946,0.0259,0.0518,0.0009,0.0006,181.8,142.1,0.2364
0.0960,0.0483,0.0242,0.0010,0.0006,168.8,163.3,0.2400
0.0974,0.0491,0.0491,0.0011,0.0007,171.6,149.7,0.2435
0.0988,0.0510,0.0510,0.0011,0.0008,173.4,151.2,0.2469
0.1001,0.0265,0.0530,0.0012,0.0008,194.4,152.5,0.2501
0.1014,0.0517,0.0517,0.0012,0.0009,179.2,156.1,0.2535
0.1027,0.0509,0.0509,0.0013,0.0010,183.0,159.3,0.2569
0.1041,0.0511,0.0766,0.0014,0.0011,186.2,145.1,0.2602
0.1054,0.0515,0.0515,0.0014,0.0011,189.1,164.4,0.2636
0.1068,0.0753,0.0502,0.0016,0.0012,175.1,168.1,0.2670
0.1082,0.0499,0.0749,0.0016,0.0013,196.8,154.7,0.2705
0.1096,0.0726,0.0484,0.0017,0.0014,183.8,175.1,0.2741
0.1110,0.0759,0.0759,0.0018,0.0015,184.6,159.7,0.2775
0.1123,0.0520,0.0520,0.0019,0.0016,205.2,178.2,0.2808
0.1137,0.0754,0.0754,0.0020,0.0017,191.5,165.6,0.2842
0.1150,0.0766,0.0766,0.0021,0.0018,193.9,167.6,0.2876
0.1163,0.0528,0.0793,0.0022,0.0019,214.4,168.6,0.2909
0.1177,0.0778,0.0519,0.0023,0.0019,199.4,189.4,0.2942
0.1190,0.0770,0.0770,0.0024,0.0020,203.3,175.6,0.2976
0.1204,0.0772,0.0772,0.0025,0.0021,206.4,178.3,0.3009
0.1217,0.0784,0.0784,0.0026,0.0022,208.7,180.2,0.3042
0.1231,0.0970,0.0727,0.0027,0.0023,198.7,186.9,0.3078
0.1245,0.0724,0.0965,0.0028,0.0025,220.0,174.3,0.3114
0.1259,0.1015,0.0761,0.0030,0.0026,202.2,190.5,0.3148
0.1272,0.1057,0.0793,0.0031,0.0027,202.3,191.2,0.3180
0.1285,0.0783,0.1044,0.0032,0.0028,220.0,177.4,0.3213
0.1299,0.0995,0.0746,0.0033,0.0029,213.5,199.9,0.3248
0.1313,0.1250,0.1000,0.0035,0.0031,198.3,186.1,0.3282
0.1326,0.1055,0.1055,0.0037,0.0032,215.6,185.2,0.3315
0.1339,0.1039,0.1039,0.0038,0.0033,220.0,189.0,0.3348
0.1353,0.1008,0.1008,0.0039,0.0035,220.0,194.0,0.3383
0.1366,0.1290,0.1032,0.0041,0.0036,208.4,195.2,0.3416
0.1380,0.1253,0.1002,0.0043,0.0038,214.5,200.1,0.3450
0.1394,0.1216,0.0973,0.0045,0.0039,220.0,205.0,0.3486
0.1408,0.1484,0.0990,0.0047,0.0040,204.5,206.9,0.3521
0.1422,0.1269,0.1269,0.0048,0.0042,220.0,191.4,0.3555
0.1435,0.1331,0.1065,0.0050,0.0043,220.0,207.5,0.3587
0.1448,0.1301,0.1041,0.0052,0.0045,220.0,212.0,0.3620
