Time_s,Left_Speed_m_s,Right_Speed_m_s,Left_Dist_m,Right_Dist_m,PWM_Left,PWM_Right
0.0000,0.0000,0.0000,0.0000,0.0000,220.0,220.0
0.0015,0.0000,0.0000,0.0000,0.0000,220.0,220.0
0.0028,0.0000,0.0000,0.0000,0.0000,220.0,220.0
0.0041,0.0000,0.0000,0.0000,0.0000,220.0,220.0
0.0054,0.0000,0.0000,0.0000,0.0000,220.0,220.0
0.0068,0.0000,0.0000,0.0000,0.0000,220.0,220.0
0.0082,0.0000,0.0000,0.0000,0.0000,220.0,220.0
0.0096,0.0000,0.0000,0.0000,0.0000,220.0,220.0
0.0109,0.0000,0.0262,0.0000,0.0000,220.0,220.0
0.0123,0.0000,0.0000,0.0000,0.0000,220.0,220.0
0.0137,0.0244,0.0000,0.0000,0.0000,220.0,220.0
0.0151,0.0248,0.0000,0.0001,0.0000,220.0,220.0
0.0164,0.0000,0.0260,0.0001,0.0001,220.0,220.0
0.0177,0.0261,0.0261,0.0001,0.0001,220.0,220.0
0.0191,0.0247,0.0494,0.0001,0.0002,220.0,220.0
0.0205,0.0248,0.0248,0.0002,0.0002,220.0,220.0
0.0219,0.0249,0.0249,0.0002,0.0002,220.0,220.0
0.0232,0.0255,0.0510,0.0002,0.0003,220.0,220.0
0.0247,0.0245,0.0245,0.0003,0.0003,220.0,220.0
0.0260,0.0248,0.0248,0.0003,0.0004,220.0,220.0
0.0274,0.0265,0.0530,0.0003,0.0004,220.0,220.0
0.0287,0.0259,0.0259,0.0004,0.0005,220.0,220.0
0.0301,0.0249,0.0498,0.0004,0.0006,220.0,220.0
0.0315,0.0000,0.0497,0.0004,0.0006,220.0,220.0
0.0328,0.0263,0.0526,0.0004,0.0007,220.0,220.0
0.0341,0.0256,0.0513,0.0005,0.0008,220.0,220.0
0.0356,0.0239,0.0478,0.0005,0.0008,220.0,220.0
0.0370,0.0000,0.0715,0.0005,0.0009,220.0,220.0
0.0384,0.0245,0.0490,0.0006,0.0010,220.0,220.0
0.0398,0.0491,0.0737,0.0006,0.0011,220.0,220.0
0.0413,0.0229,0.0688,0.0007,0.0012,220.0,220.0
0.0428,0.0228,0.0684,0.0007,0.0013,220.0,220.0
0.0443,0.0230,0.0921,0.0007,0.0014,220.0,220.0
0.0458,0.0237,0.0712,0.0008,0.0016,220.0,220.0
0.0472,0.0242,0.0967,0.0008,0.0017,220.0,220.0
0.0486,0.0516,0.0773,0.0009,0.0018,220.0,220.0
0.0499,0.0268,0.0803,0.0009,0.0019,220.0,220.0
0.0519,0.0341,0.1022,0.0010,0.0021,220.0,220.0
0.0534,0.0224,0.0895,0.0010,0.0022,220.0,220.0
0.0552,0.0382,0.0956,0.0011,0.0024,220.0,220.0
0.0567,0.0481,0.1203,0.0011,0.0026,220.0,220.0
0.0587,0.0343,0.1028,0.0012,0.0028,220.0,220.0
0.0601,0.0468,0.0936,0.0013,0.0029,220.0,220.0
0.0617,0.0454,0.1135,0.0013,0.0031,220.0,220.0
0.0631,0.0249,0.1243,0.0014,0.0033,220.0,220.0
0.0644,0.0514,0.1027,0.0014,0.0034,220.0,220.0
0.0660,0.0213,0.1281,0.0015,0.0036,220.0,220.0
0.0674,0.0509,0.1273,0.0016,0.0038,220.0,220.0
0.0688,0.0490,0.1224,0.0016,0.0040,220.0,220.0
0.0702,0.0503,0.1508,0.0017,0.0042,220.0,220.0
0.0716,0.0467,0.1167,0.0018,0.0043,220.0,220.0
0.0733,0.0426,0.1492,0.0018,0.0046,220.0,220.0
0.0747,0.0700,0.1400,0.0019,0.0048,220.0,220.0
0.0767,0.0520,0.1561,0.0020,0.0051,220.0,220.0
0.0785,0.0595,0.1786,0.0021,0.0054,220.0,220.0
0.0801,0.0614,0.1638,0.0022,0.0057,220.0,220.0
0.0815,0.0495,0.1733,0.0023,0.0059,220.0,220.0
0.0831,0.0646,0.1723,0.0024,0.0062,220.0,220.0
0.0846,0.0711,0.1658,0.0025,0.0065,220.0,220.0
0.0860,0.0755,0.1762,0.0026,0.0067,220.0,220.0
0.0875,0.0453,0.1811,0.0027,0.0070,220.0,220.0
0.0890,0.0692,0.1845,0.0028,0.0072,220.0,220.0
0.0905,0.0669,0.1561,0.0029,0.0075,220.0,220.0
0.0921,0.0456,0.1825,0.0030,0.0078,220.0,220.0
0.0938,0.0583,0.1944,0.0031,0.0081,220.0,220.0
0.0952,0.0746,0.1989,0.0032,0.0084,220.0,220.0
0.0965,0.0519,0.1817,0.0032,0.0086,220.0,220.0
0.0979,0.0502,0.2008,0.0033,0.0089,220.0,220.0
0.0993,0.0759,0.2276,0.0034,0.0092,220.0,220.0
0.1007,0.0490,0.1715,0.0035,0.0095,220.0,220.0
0.1022,0.0710,0.2131,0.0036,0.0098,220.0,220.0
0.1035,0.0503,0.2263,0.0037,0.0101,220.0,220.0
0.1050,0.0698,0.2093,0.0038,0.0104,220.0,220.0
0.1066,0.0668,0.2004,0.0039,0.0107,220.0,220.0
0.1084,0.0764,0.2101,0.0040,0.0111,220.0,220.0
0.1105,0.0641,0.2244,0.0041,0.0116,220.0,220.0
0.1119,0.0490,0.2206,0.0042,0.0119,220.0,220.0
0.1133,0.0769,0.2050,0.0043,0.0121,220.0,220.0
0.1146,0.0533,0.2134,0.0044,0.0124,220.0,220.0
0.1159,0.0775,0.2324,0.0045,0.0127,220.0,220.0
0.1175,0.0663,0.2210,0.0046,0.0131,220.0,220.0
0.1188,0.0510,0.2297,0.0047,0.0134,220.0,220.0
0.1202,0.0771,0.2570,0.0048,0.0137,220.0,220.0
0.1216,0.0491,0.2211,0.0048,0.0140,220.0,220.0
0.1230,0.0727,0.2423,0.0049,0.0144,220.0,220.0
0.1245,0.0710,0.2366,0.0050,0.0147,220.0,220.0
0.1258,0.0502,0.2509,0.0051,0.0151,220.0,220.0
0.1272,0.0759,0.2529,0.0052,0.0154,220.0,220.0
0.1289,0.0591,0.2364,0.0053,0.0158,220.0,220.0
0.1304,0.0712,0.2611,0.0054,0.0162,220.0,220.0
0.1318,0.0750,0.2500,0.0055,0.0166,220.0,220.0
0.1331,0.0771,0.2569,0.0056,0.0169,220.0,220.0
0.1347,0.0892,0.2675,0.0058,0.0173,220.0,220.0
0.1360,0.0759,0.2784,0.0059,0.0177,220.0,220.0
0.1374,0.0785,0.2618,0.0060,0.0181,220.0,220.0
0.1389,0.0880,0.2860,0.0061,0.0185,220.0,220.0
0.1404,0.0961,0.2884,0.0062,0.0189,220.0,220.0
0.1423,0.0906,0.2898,0.0064,0.0195,220.0,220.0
0.1437,0.0994,0.2734,0.0066,0.0198,220.0,220.0
0.1451,0.0960,0.2879,0.0067,0.0203,220.0,220.0
0.1465,0.0740,0.2715,0.0068,0.0206,220.0,220.0
0.1478,0.1060,0.2649,0.0069,0.0210,220.0,220.0
0.1491,0.1042,0.3126,0.0071,0.0214,220.0,220.0
0.1507,0.0870,0.2828,0.0072,0.0218,220.0,220.0
0.1522,0.0942,0.3063,0.0074,0.0223,220.0,220.0
0.1535,0.0770,0.3079,0.0075,0.0227,220.0,220.0
0.1548,0.1043,0.3128,0.0076,0.0231,220.0,220.0
0.1566,0.0770,0.2887,0.0077,0.0236,220.0,220.0
0.1581,0.0965,0.3136,0.0079,0.0241,220.0,220.0
0.1594,0.1026,0.2822,0.0080,0.0245,220.0,220.0
0.1607,0.0801,0.3205,0.0081,0.0249,220.0,220.0
0.1623,0.1080,0.3025,0.0083,0.0254,220.0,220.0
0.1637,0.0972,0.3160,0.0084,0.0258,220.0,220.0
0.1651,0.1032,0.3097,0.0086,0.0262,220.0,220.0
0.1663,0.1069,0.3208,0.0087,0.0266,220.0,220.0
0.1677,0.1039,0.3118,0.0088,0.0271,220.0,220.0
0.1692,0.1109,0.3107,0.0090,0.0275,220.0,220.0
0.1707,0.0962,0.3125,0.0091,0.0280,220.0,220.0
0.1721,0.0948,0.3318,0.0093,0.0285,220.0,220.0
0.1735,0.1226,0.3187,0.0095,0.0289,220.0,220.0
0.1749,0.0987,0.3208,0.0096,0.0294,220.0,220.0
0.1762,0.1046,0.3137,0.0097,0.0298,220.0,220.0
0.1775,0.1328,0.3186,0.0099,0.0302,220.0,220.0
0.1791,0.1096,0.3508,0.0101,0.0308,220.0,211.2
0.1805,0.1224,0.3183,0.0103,0.0312,220.0,220.0
0.1819,0.1042,0.3125,0.0104,0.0316,220.0,220.0
0.1832,0.1312,0.3673,0.0106,0.0321,220.0,201.7
0.1846,0.1239,0.3221,0.0107,0.0325,220.0,220.0
0.1860,0.1238,0.3467,0.0109,0.0330,220.0,216.1
0.1873,0.1320,0.3433,0.0111,0.0335,220.0,218.7
0.1886,0.1322,0.3436,0.0113,0.0339,220.0,218.9
0.1901,0.1316,0.3509,0.0115,0.0345,220.0,214.6
0.1916,0.1205,0.3616,0.0116,0.0350,220.0,207.9
0.1929,0.1537,0.3586,0.0118,0.0355,220.0,210.2
0.1942,0.1320,0.3695,0.0120,0.0360,220.0,203.4
0.1956,0.1470,0.3676,0.0122,0.0365,220.0,205.0
0.1970,0.1495,0.3738,0.0124,0.0370,220.0,201.3
0.1983,0.1328,0.3453,0.0126,0.0374,220.0,220.0
0.1996,0.1326,0.3977,0.0128,0.0380,220.0,186.2
0.2010,0.1526,0.3814,0.0130,0.0385,220.0,197.2
0.2024,0.1499,0.3748,0.0132,0.0390,220.0,201.9
0.2037,0.1529,0.3567,0.0134,0.0395,220.0,214.2
0.2050,0.1590,0.3975,0.0136,0.0400,220.0,187.6
0.2064,0.1551,0.3877,0.0138,0.0405,220.0,194.4
0.2077,0.1526,0.3816,0.0140,0.0410,220.0,198.7
0.2091,0.1767,0.3786,0.0143,0.0416,220.0,200.9
0.2104,0.1561,0.3903,0.0145,0.0421,220.0,193.6
0.2117,0.1817,0.4154,0.0147,0.0426,220.0,177.3
0.2132,0.1709,0.3662,0.0149,0.0431,220.0,210.0
0.2146,0.1645,0.3759,0.0152,0.0437,220.0,204.0
0.2162,0.1751,0.4159,0.0155,0.0444,220.0,177.9
0.2178,0.1698,0.3820,0.0157,0.0450,220.0,200.6
0.2193,0.1843,0.3916,0.0160,0.0456,220.0,194.6
0.2208,0.1606,0.3670,0.0163,0.0461,220.0,211.1
0.2223,0.1844,0.3919,0.0165,0.0467,220.0,195.0
0.2238,0.1641,0.3986,0.0168,0.0473,220.0,190.9
0.2253,0.1899,0.3798,0.0171,0.0478,220.0,203.7
0.2267,0.1899,0.4036,0.0173,0.0484,220.0,188.3
0.2282,0.1886,0.4008,0.0176,0.0490,220.0,190.4
0.2296,0.1905,0.4048,0.0179,0.0496,220.0,188.0
0.2311,0.1683,0.4087,0.0181,0.0502,220.0,185.7
0.2325,0.1907,0.3815,0.0184,0.0507,220.0,204.0
0.2343,0.2092,0.3994,0.0188,0.0515,220.0,192.5
0.2364,0.2120,0.4240,0.0192,0.0524,220.0,176.6
0.2387,0.1974,0.4099,0.0197,0.0533,220.0,186.3
0.2414,0.2086,0.4171,0.0202,0.0544,220.0,182.0
0.2435,0.2086,0.4171,0.0207,0.0553,220.0,182.3
0.2465,0.2158,0.4202,0.0213,0.0566,220.0,180.8
0.2486,0.2224,0.4276,0.0218,0.0574,220.0,176.1
0.2503,0.2181,0.4362,0.0222,0.0582,220.0,170.8
0.2524,0.2269,0.4213,0.0226,0.0591,220.0,180.8
0.2540,0.2267,0.4534,0.0230,0.0598,220.0,159.9
0.2554,0.2413,0.4102,0.0233,0.0604,220.0,188.6
0.2569,0.2286,0.4572,0.0237,0.0611,220.0,157.7
0.2584,0.2354,0.4236,0.0240,0.0617,220.0,180.0
0.2598,0.2410,0.4579,0.0244,0.0623,220.0,157.6
