Time_s,Left_Speed_m_s,Right_Speed_m_s,Left_Dist_m,Right_Dist_m
0.0000,0.0000,0.0000,0.0000,0.0000
0.0508,0.0360,0.0115,0.0018,0.0006
0.1013,0.1238,0.0575,0.0081,0.0035
0.1517,0.2079,0.0937,0.0186,0.0082
0.2022,0.2804,0.1491,0.0327,0.0157
0.2529,0.3279,0.2232,0.0494,0.0271
0.3036,0.3569,0.3120,0.0674,0.0429
0.3544,0.3893,0.4097,0.0872,0.0637
0.4048,0.4277,0.4729,0.1088,0.0875
0.4556,0.4737,0.5151,0.1328,0.1137
0.5064,0.5114,0.5489,0.1588,0.1415
0.5571,0.5399,0.5745,0.1862,0.1707
0.6079,0.5519,0.5961,0.2142,0.2010
0.6588,0.5551,0.6127,0.2425,0.2322
0.7096,0.5629,0.6281,0.2711,0.2641
0.7604,0.5667,0.6366,0.2999,0.2964
0.8111,0.5728,0.6395,0.3289,0.3289
0.8620,0.5766,0.6465,0.3582,0.3617
0.9128,0.5844,0.6503,0.3879,0.3947
0.9636,0.5866,0.6539,0.4177,0.4280
1.0161,0.5880,0.6538,0.4486,0.4623
1.0665,0.5887,0.6503,0.4783,0.4951
1.1174,0.5911,0.6521,0.5084,0.5283
1.1679,0.5966,0.6527,0.5385,0.5612
1.2186,0.5939,0.6476,0.5686,0.5941
1.2691,0.5873,0.6489,0.5982,0.6268
1.3199,0.5885,0.6483,0.6281,0.6597
1.3703,0.5901,0.6545,0.6579,0.6927
1.4211,0.5920,0.6559,0.6879,0.7260
1.4718,0.5970,0.6507,0.7182,0.7591
1.5226,0.5918,0.6482,0.7483,0.7920
1.5734,0.5847,0.6540,0.7780,0.8252
1.6241,0.5752,0.6629,0.8072,0.8589
1.6749,0.5691,0.6636,0.8361,0.8925
1.7257,0.5703,0.6586,0.8650,0.9260
1.7765,0.5778,0.6532,0.8944,0.9592
1.8272,0.5806,0.6561,0.9239,0.9925
1.8781,0.5831,0.6584,0.9535,1.0259
1.9288,0.5705,0.6534,0.9825,1.0591
1.9796,0.5634,0.6504,1.0111,1.0921
2.0305,0.5561,0.6579,1.0394,1.1256
2.0810,0.5592,0.6638,1.0676,1.1591
2.1320,0.5607,0.6514,1.0962,1.1923
2.1825,0.5723,0.6550,1.1251,1.2254
2.2330,0.5725,0.6572,1.1540,1.2586
2.2836,0.5720,0.6553,1.1830,1.2918
2.3342,0.5775,0.6525,1.2122,1.3248
2.3854,0.5841,0.6516,1.2421,1.3581
2.4360,0.5915,0.6489,1.2720,1.3910
2.4865,0.5985,0.6517,1.3023,1.4239
2.5371,0.5949,0.6468,1.3324,1.4567
2.5877,0.5929,0.6495,1.3624,1.4895
2.6383,0.5976,0.6508,1.3926,1.5224
2.6888,0.6008,0.6500,1.4229,1.5553
2.7395,0.6050,0.6493,1.4536,1.5882
2.7907,0.6038,0.6422,1.4845,1.6210
2.8419,0.6020,0.6411,1.5153,1.6539
2.8931,0.6056,0.6494,1.5463,1.6871
2.9442,0.6098,0.6435,1.5775,1.7200
2.9953,0.6092,0.6395,1.6086,1.7527
3.0466,0.6098,0.6408,1.6399,1.7855
3.0977,0.6077,0.6421,1.6710,1.8184
3.1487,0.6072,0.6465,1.7019,1.8513
3.1996,0.6036,0.6362,1.7327,1.8837
3.2508,0.5979,0.6370,1.7633,1.9164
3.3021,0.6008,0.6398,1.7941,1.9492
3.3527,0.6022,0.6452,1.8246,1.9818
3.4033,0.6011,0.6448,1.8550,2.0144
3.4542,0.6032,0.6378,1.8857,2.0469
3.5054,0.5929,0.6326,1.9160,2.0793
3.5565,0.5935,0.6428,1.9464,2.1122
3.6071,0.5953,0.6403,1.9765,2.1445
3.6582,0.6028,0.6406,2.0073,2.1773
3.7088,0.6022,0.6349,2.0377,2.2094
