Time_s,Left_Speed_m_s,Right_Speed_m_s,Left_Dist_m,Right_Dist_m,PWM_Left,PWM_Right,Target_Speed
0.0000,0.0000,0.0000,0.0000,0.0000,250.0,200.5,0.5000
0.0015,0.0000,0.0000,0.0000,0.0000,250.0,201.4,0.5000
0.0028,0.0000,0.0000,0.0000,0.0000,250.0,202.2,0.5000
0.0041,0.0000,0.0000,0.0000,0.0000,250.0,203.0,0.5000
0.0055,0.0000,0.0000,0.0000,0.0000,250.0,203.9,0.5000
0.0068,0.0000,0.0000,0.0000,0.0000,250.0,204.7,0.5000
0.0082,0.0000,0.0000,0.0000,0.0000,250.0,205.6,0.5000
0.0098,0.0000,0.0000,0.0000,0.0000,250.0,206.6,0.5000
0.0112,0.0000,0.0000,0.0000,0.0000,250.0,207.4,0.5000
0.0126,0.0246,0.0000,0.0000,0.0000,250.0,208.3,0.5000
0.0140,0.0000,0.0000,0.0000,0.0000,250.0,209.2,0.5000
0.0153,0.0000,0.0000,0.0000,0.0000,250.0,210.0,0.5000
0.0166,0.0260,0.0000,0.0001,0.0000,250.0,210.9,0.5000
0.0181,0.0243,0.0000,0.0001,0.0000,250.0,211.7,0.5000
0.0194,0.0000,0.0000,0.0001,0.0000,250.0,212.6,0.5000
0.0207,0.0265,0.0265,0.0001,0.0000,250.0,202.8,0.5000
0.0221,0.0260,0.0000,0.0002,0.0000,250.0,214.2,0.5000
0.0235,0.0246,0.0000,0.0002,0.0000,250.0,215.1,0.5000
0.0250,0.0230,0.0000,0.0002,0.0000,250.0,216.0,0.5000
0.0263,0.0252,0.0000,0.0003,0.0000,250.0,216.9,0.5000
0.0277,0.0259,0.0000,0.0003,0.0000,250.0,217.7,0.5000
0.0291,0.0248,0.0000,0.0003,0.0000,250.0,218.6,0.5000
0.0305,0.0491,0.0246,0.0004,0.0001,250.0,209.6,0.5000
0.0319,0.0247,0.0000,0.0004,0.0001,250.0,220.3,0.5000
0.0332,0.0251,0.0502,0.0005,0.0001,250.0,201.0,0.5000
0.0346,0.0495,0.0248,0.0006,0.0002,250.0,212.0,0.5000
0.0360,0.0261,0.0261,0.0006,0.0002,250.0,212.2,0.5000
0.0373,0.0264,0.0264,0.0006,0.0002,250.0,212.9,0.5000
0.0386,0.0522,0.0261,0.0007,0.0003,250.0,213.8,0.5000
0.0400,0.0481,0.0241,0.0008,0.0003,250.0,215.4,0.5000
0.0415,0.0229,0.0457,0.0008,0.0004,250.0,207.6,0.5000
0.0430,0.0484,0.0484,0.0009,0.0004,250.0,207.4,0.5000
0.0444,0.0491,0.0491,0.0009,0.0005,250.0,207.9,0.5000
0.0458,0.0248,0.0496,0.0010,0.0006,250.0,208.4,0.5000
0.0471,0.0498,0.0498,0.0010,0.0007,250.0,209.2,0.5000
0.0485,0.0262,0.0524,0.0011,0.0007,250.0,208.9,0.5000
0.0498,0.0522,0.0783,0.0011,0.0008,250.0,199.2,0.5000
0.0512,0.0241,0.0724,0.0012,0.0009,250.0,202.3,0.5000
0.0528,0.0449,0.0674,0.0012,0.0010,250.0,205.1,0.5000
0.0542,0.0481,0.0481,0.0013,0.0011,250.0,213.7,0.5000
0.0556,0.0483,0.0967,0.0014,0.0012,250.0,194.9,0.5000
0.0570,0.0241,0.0723,0.0014,0.0013,250.0,205.4,0.5000
0.0584,0.0504,0.0756,0.0015,0.0014,250.0,204.9,0.5000
0.0597,0.0522,0.0783,0.0016,0.0016,250.0,204.5,0.5000
0.0611,0.0498,0.0747,0.0016,0.0017,250.0,206.6,0.5000
0.0625,0.0505,0.0758,0.0017,0.0018,250.0,206.9,0.5000
0.0638,0.0525,0.0788,0.0018,0.0019,250.0,206.4,0.5000
0.0651,0.0515,0.1029,0.0018,0.0020,250.0,197.4,0.5000
0.0666,0.0487,0.0974,0.0019,0.0021,250.0,200.4,0.5000
0.0681,0.0455,0.0910,0.0020,0.0023,250.0,203.7,0.5000
0.0695,0.0487,0.0974,0.0020,0.0024,250.0,201.8,0.5000
0.0709,0.0743,0.0990,0.0021,0.0026,250.0,201.9,0.5000
0.0724,0.0690,0.1150,0.0022,0.0027,250.0,196.2,0.5000
0.0739,0.0473,0.0945,0.0023,0.0029,250.0,205.2,0.5000
0.0753,0.0721,0.1201,0.0024,0.0030,250.0,195.6,0.5000
0.0767,0.0746,0.0994,0.0025,0.0032,250.0,204.6,0.5000
0.0781,0.0737,0.1228,0.0026,0.0033,250.0,195.9,0.5000
0.0795,0.0502,0.1254,0.0027,0.0035,250.0,195.5,0.5000
0.0809,0.0737,0.1229,0.0028,0.0037,250.0,197.1,0.5000
0.0822,0.0771,0.1027,0.0029,0.0038,250.0,205.9,0.5000
0.0835,0.0778,0.1296,0.0030,0.0040,250.0,195.7,0.5000
0.0849,0.0982,0.1473,0.0031,0.0042,250.0,189.3,0.5000
0.0865,0.0685,0.1370,0.0032,0.0044,250.0,194.1,0.5000
0.0879,0.0980,0.1225,0.0034,0.0046,250.0,200.5,0.5000
0.0893,0.0731,0.1462,0.0035,0.0048,250.0,191.7,0.5000
0.0907,0.0969,0.1454,0.0036,0.0050,250.0,192.6,0.5000
0.0921,0.0746,0.1492,0.0037,0.0052,250.0,191.7,0.5000
0.0934,0.1048,0.1310,0.0039,0.0054,250.0,199.6,0.5000
0.0947,0.0776,0.1552,0.0040,0.0056,250.0,190.5,0.5000
0.0962,0.0965,0.1689,0.0041,0.0058,250.0,185.6,0.5000
0.0977,0.0926,0.1389,0.0042,0.0060,250.0,198.3,0.5000
0.0991,0.0995,0.1493,0.0044,0.0062,250.0,194.7,0.5000
0.1007,0.0829,0.1658,0.0045,0.0065,250.0,188.8,0.5000
0.1021,0.0982,0.1474,0.0047,0.0067,250.0,196.8,0.5000
0.1034,0.0789,0.1578,0.0048,0.0069,250.0,193.2,0.5000
0.1048,0.0988,0.1729,0.0049,0.0072,250.0,187.7,0.5000
0.1063,0.0965,0.1448,0.0050,0.0074,250.0,199.6,0.5000
0.1077,0.0985,0.1725,0.0052,0.0076,250.0,189.1,0.5000
0.1090,0.1041,0.1822,0.0053,0.0079,250.0,185.7,0.5000
0.1104,0.0736,0.1717,0.0054,0.0081,250.0,190.5,0.5000
0.1120,0.1099,0.1759,0.0056,0.0084,250.0,189.5,0.5000
0.1134,0.0981,0.1716,0.0057,0.0086,250.0,191.8,0.5000
0.1147,0.1051,0.1840,0.0059,0.0089,250.0,187.3,0.5000
0.1161,0.0975,0.1951,0.0060,0.0091,250.0,183.4,0.5000
0.1175,0.1009,0.2018,0.0061,0.0094,250.0,181.2,0.5000
0.1189,0.0996,0.1992,0.0063,0.0097,250.0,182.8,0.5000
0.1202,0.1062,0.1858,0.0064,0.0099,250.0,188.7,0.5000
0.1215,0.1293,0.2068,0.0066,0.0102,250.0,180.7,0.5000
0.1229,0.1013,0.2026,0.0067,0.0105,250.0,182.9,0.5000
0.1242,0.1242,0.1987,0.0069,0.0108,250.0,185.0,0.5000
0.1255,0.1066,0.2132,0.0070,0.0110,250.0,179.7,0.5000
0.1269,0.1033,0.1809,0.0072,0.0113,250.0,193.2,0.5000
0.1283,0.1220,0.2197,0.0074,0.0116,250.0,178.1,0.5000
0.1298,0.1123,0.2245,0.0075,0.0119,250.0,176.7,0.5000
0.1312,0.1001,0.2002,0.0077,0.0122,250.0,187.0,0.5000
0.1326,0.1277,0.2299,0.0078,0.0125,250.0,175.5,0.5000
0.1340,0.0992,0.2233,0.0080,0.0128,250.0,178.6,0.5000
0.1353,0.1009,0.2522,0.0081,0.0132,250.0,167.5,0.5000
0.1366,0.1313,0.2101,0.0083,0.0135,250.0,184.8,0.5000
0.1380,0.1033,0.2323,0.0084,0.0138,250.0,176.4,0.5000
0.1393,0.1254,0.2508,0.0086,0.0141,250.0,169.4,0.5000
0.1407,0.1242,0.2236,0.0088,0.0144,250.0,180.8,0.5000
0.1420,0.1051,0.2629,0.0089,0.0148,250.0,165.4,0.5000
0.1434,0.1290,0.2322,0.0091,0.0151,250.0,178.2,0.5000
0.1449,0.1156,0.2311,0.0092,0.0154,250.0,179.1,0.5000
0.1463,0.1177,0.2590,0.0094,0.0158,250.0,168.4,0.5000
0.1477,0.1049,0.2359,0.0096,0.0161,250.0,178.0,0.5000
0.1491,0.1406,0.2578,0.0098,0.0165,250.0,169.7,0.5000
0.1506,0.1218,0.2435,0.0099,0.0168,250.0,175.9,0.5000
0.1519,0.1265,0.2530,0.0101,0.0172,250.0,172.5,0.5000
0.1533,0.1228,0.2701,0.0103,0.0176,250.0,166.1,0.5000
0.1547,0.1474,0.2703,0.0105,0.0179,250.0,166.4,0.5000
0.1562,0.1202,0.2886,0.0107,0.0184,250.0,159.5,0.5000
0.1577,0.1361,0.2495,0.0109,0.0187,250.0,175.6,0.5000
0.1591,0.1221,0.2687,0.0110,0.0191,250.0,168.3,0.5000
0.1606,0.1187,0.2850,0.0112,0.0195,250.0,162.2,0.5000
0.1620,0.1480,0.2713,0.0114,0.0199,250.0,168.0,0.5000
0.1633,0.1536,0.2560,0.0116,0.0203,250.0,174.6,0.5000
0.1647,0.1251,0.2751,0.0118,0.0206,250.0,167.3,0.5000
0.1661,0.1433,0.2867,0.0120,0.0211,250.0,163.1,0.5000
0.1675,0.1236,0.2718,0.0122,0.0214,250.0,169.4,0.5000
0.1689,0.1467,0.2934,0.0124,0.0218,250.0,161.1,0.5000
0.1704,0.1445,0.2890,0.0126,0.0223,250.0,163.3,0.5000
0.1719,0.1392,0.2783,0.0128,0.0227,250.0,168.0,0.5000
0.1733,0.1470,0.2940,0.0130,0.0231,250.0,162.1,0.5000
0.1746,0.1299,0.2857,0.0132,0.0235,250.0,165.7,0.5000
0.1760,0.1514,0.3029,0.0134,0.0239,250.0,159.2,0.5000
0.1773,0.1521,0.3041,0.0136,0.0243,250.0,159.0,0.5000
0.1787,0.1496,0.2743,0.0138,0.0247,250.0,171.4,0.5000
