Time_s,Left_Speed_m_s,Right_Speed_m_s,Left_Dist_m,Right_Dist_m
1.2837,0.6041,0.6508,0.5958,0.6786
1.2948,0.6114,0.6553,0.6025,0.6858
1.3057,0.6017,0.6521,0.6091,0.6929
1.3164,0.6117,0.6538,0.6156,0.6999
1.3273,0.6005,0.6479,0.6222,0.7070
1.3380,0.6044,0.6529,0.6286,0.7140
1.3489,0.6056,0.6529,0.6352,0.7211
1.3597,0.5978,0.6557,0.6417,0.7282
1.3703,0.6043,0.6496,0.6481,0.7351
1.3810,0.6016,0.6534,0.6545,0.7421
1.3917,0.5964,0.6544,0.6609,0.7491
1.4024,0.6031,0.6517,0.6673,0.7560
1.4132,0.5963,0.6502,0.6738,0.7631
1.4239,0.5931,0.6547,0.6801,0.7701
1.4345,0.6063,0.6550,0.6866,0.7770
1.4452,0.5972,0.6686,0.6929,0.7841
1.4559,0.5961,0.6508,0.6993,0.7911
1.4665,0.6025,0.6644,0.7057,0.7981
1.4772,0.6041,0.6655,0.7122,0.8053
1.4878,0.6017,0.6470,0.7186,0.8122
1.4985,0.6067,0.6683,0.7250,0.8193
1.5091,0.6039,0.6526,0.7315,0.8262
1.5198,0.6111,0.6531,0.7380,0.8332
1.5306,0.6105,0.6489,0.7446,0.8402
1.5412,0.6115,0.6535,0.7511,0.8472
1.5518,0.6151,0.6542,0.7576,0.8541
1.5625,0.6036,0.6426,0.7640,0.8609
1.5731,0.6258,0.6615,0.7707,0.8680
1.5841,0.5928,0.6370,0.7772,0.8749
1.5950,0.6002,0.6412,0.7838,0.8820
1.6059,0.6098,0.6606,0.7904,0.8891
1.6165,0.6040,0.6493,0.7968,0.8961
1.6272,0.5959,0.6477,0.8032,0.9030
1.6379,0.6055,0.6573,0.8096,0.9100
1.6485,0.5888,0.6471,0.8159,0.9169
1.6592,0.5974,0.6624,0.8223,0.9239
1.6698,0.5980,0.6533,0.8286,0.9309
1.6804,0.5931,0.6547,0.8349,0.9378
1.6910,0.5996,0.6615,0.8413,0.9448
1.7016,0.5945,0.6562,0.8476,0.9518
1.7123,0.5985,0.6632,0.8540,0.9589
1.7238,0.5976,0.6580,0.8608,0.9664
1.7344,0.5893,0.6573,0.8671,0.9734
1.7450,0.5891,0.6639,0.8734,0.9805
1.7556,0.5954,0.6507,0.8797,0.9874
1.7662,0.5963,0.6550,0.8860,0.9943
1.7769,0.5938,0.6523,0.8923,1.0012
1.7875,0.6004,0.6424,0.8987,1.0081
1.7984,0.6000,0.6542,0.9052,1.0152
1.8090,0.6052,0.6408,0.9117,1.0220
1.8197,0.6063,0.6515,0.9182,1.0290
1.8303,0.5982,0.6439,0.9245,1.0358
1.8409,0.6078,0.6371,0.9309,1.0425
1.8515,0.6010,0.6497,0.9373,1.0494
1.8621,0.6018,0.6408,0.9437,1.0562
1.8728,0.6073,0.6528,0.9502,1.0632
1.8834,0.6009,0.6464,0.9565,1.0701
1.8940,0.5989,0.6413,0.9629,1.0769
1.9046,0.6092,0.6578,0.9694,1.0839
1.9153,0.6024,0.6445,0.9758,1.0907
1.9259,0.6058,0.6547,0.9822,1.0977
1.9365,0.6043,0.6530,0.9886,1.1046
1.9471,0.6081,0.6536,0.9951,1.1115
1.9578,0.6143,0.6500,1.0016,1.1184
1.9684,0.6072,0.6429,1.0081,1.1253
1.9790,0.6054,0.6572,1.0145,1.1323
1.9898,0.7621,0.8135,1.0227,1.1410
2.0046,0.4903,0.5252,1.0300,1.1488
2.0158,0.6078,0.6543,1.0367,1.1561
2.0265,0.6007,0.6394,1.0432,1.1629
2.0371,0.5983,0.6439,1.0495,1.1698
2.0478,0.5974,0.6426,1.0559,1.1766
2.0584,0.5961,0.6384,1.0622,1.1834
2.0692,0.6031,0.6446,1.0687,1.1904
2.0798,0.6055,0.6282,1.0752,1.1971
2.0905,0.5959,0.6445,1.0815,1.2039
2.1011,0.6076,0.6434,1.0880,1.2108
2.1117,0.6097,0.6324,1.0945,1.2175
2.1224,0.6062,0.6516,1.1009,1.2244
2.1336,0.6112,0.6483,1.1078,1.2317
2.1443,0.6027,0.6412,1.1143,1.2386
2.1550,0.6048,0.6503,1.1207,1.2455
2.1657,0.6031,0.6450,1.1271,1.2524
2.1764,0.6062,0.6514,1.1336,1.2594
2.1870,0.6051,0.6407,1.1401,1.2662
2.1980,0.6129,0.6506,1.1468,1.2733
2.2090,0.5984,0.6485,1.1534,1.2805
2.2200,0.6116,0.6367,1.1601,1.2875
2.2310,0.6099,0.6539,1.1668,1.2947
2.2420,0.6069,0.6446,1.1735,1.3018
2.2530,0.6189,0.6439,1.1803,1.3089
2.2641,0.6040,0.6509,1.1870,1.3160
2.2748,0.6066,0.6389,1.1935,1.3229
2.2854,0.6094,0.6418,1.2000,1.3297
2.2960,0.5940,0.6394,1.2063,1.3365
2.3066,0.6052,0.6475,1.2127,1.3434
2.3173,0.6016,0.6533,1.2191,1.3503
2.3280,0.5896,0.6347,1.2254,1.3571
2.3386,0.6008,0.6498,1.2318,1.3640
2.3492,0.6023,0.6511,1.2382,1.3709
2.3598,0.5954,0.6409,1.2445,1.3777
2.3705,0.6084,0.6505,1.2510,1.3847
2.3810,0.6011,0.6502,1.2573,1.3915
2.3917,0.6026,0.6512,1.2638,1.3985
2.4023,0.6133,0.6554,1.2703,1.4054
2.4130,0.5961,0.6382,1.2766,1.4122
2.4236,0.6122,0.6543,1.2831,1.4192
2.4342,0.6060,0.6450,1.2896,1.4260
2.4457,0.6044,0.6467,1.2965,1.4334
2.4567,0.6141,0.6486,1.3032,1.4406
2.4673,0.6142,0.6337,1.3098,1.4473
2.4784,0.6072,0.6477,1.3165,1.4545
2.4894,0.6125,0.6406,1.3233,1.4616
2.5005,0.6070,0.6414,1.3299,1.4686
2.5117,0.6132,0.6440,1.3368,1.4758
2.5226,0.6096,0.6411,1.3435,1.4829
2.5336,0.6101,0.6510,1.3502,1.4900
2.5446,0.6128,0.6472,1.3570,1.4972
2.5557,0.5984,0.6451,1.3636,1.5043
2.5667,0.6026,0.6560,1.3702,1.5115
2.5773,0.6084,0.6410,1.3767,1.5183
2.5884,0.5889,0.6512,1.3832,1.5255
2.5990,0.5972,0.6459,1.3896,1.5324
2.6101,0.5918,0.6512,1.3961,1.5396
2.6211,0.5991,0.6493,1.4027,1.5467
2.6321,0.5953,0.6517,1.4092,1.5539
2.6431,0.5965,0.6467,1.4158,1.5610
2.6541,0.5943,0.6506,1.4223,1.5682
2.6651,0.6100,0.6507,1.4291,1.5754
2.6762,0.5923,0.6550,1.4356,1.5826
2.6871,0.6061,0.6407,1.4423,1.5896
2.6981,0.6039,0.6605,1.4489,1.5969
2.7087,0.6008,0.6431,1.4553,1.6037
2.7198,0.6101,0.6446,1.4620,1.6108
2.7304,0.6122,0.6480,1.4685,1.6177
2.7415,0.6034,0.6407,1.4752,1.6248
2.7521,0.6185,0.6444,1.4818,1.6317
2.7632,0.6046,0.6420,1.4885,1.6388
2.7743,0.6184,0.6432,1.4953,1.6459
2.7855,0.6140,0.6480,1.5022,1.6532
2.7966,0.6154,0.6371,1.5090,1.6603
2.8077,0.6207,0.6486,1.5159,1.6675
2.8184,0.6137,0.6429,1.5225,1.6743
2.8293,0.6225,0.6477,1.5293,1.6814
2.8404,0.6103,0.6383,1.5361,1.6885
2.8514,0.6104,0.6387,1.5428,1.6955
2.8623,0.6177,0.6460,1.5495,1.7026
2.8734,0.6139,0.6420,1.5563,1.7096
2.8844,0.6035,0.6348,1.5630,1.7167
2.8954,0.6209,0.6429,1.5698,1.7237
2.9064,0.6069,0.6352,1.5765,1.7307
2.9174,0.6168,0.6513,1.5833,1.7379
2.9284,0.6202,0.6359,1.5901,1.7448
2.9393,0.6229,0.6575,1.5969,1.7521
2.9502,0.6080,0.6335,1.6035,1.7589
2.9612,0.6220,0.6408,1.6103,1.7660
2.9735,0.6175,0.6428,1.6179,1.7739
2.9842,0.6236,0.6332,1.6246,1.7807
2.9948,0.6159,0.6386,1.6312,1.7875
3.0055,0.6270,0.6432,1.6379,1.7943
3.0172,0.6225,0.6343,1.6451,1.8018
3.0279,0.6188,0.6382,1.6518,1.8086
3.0386,0.6305,0.6402,1.6585,1.8154
3.0493,0.6217,0.6346,1.6651,1.8222
3.0603,0.6333,0.6333,1.6721,1.8292
3.0713,0.6246,0.6340,1.6790,1.8362
3.0819,0.6249,0.6445,1.6856,1.8430
3.0926,0.6254,0.6254,1.6923,1.8497
3.1036,0.6236,0.6298,1.6992,1.8566
3.1146,0.6466,0.6810,1.7063,1.8641
3.1266,0.6110,0.6139,1.7136,1.8715
3.1376,0.6148,0.6493,1.7204,1.8786
3.1486,0.6173,0.6298,1.7272,1.8856
3.1602,0.6057,0.6295,1.7342,1.8928
3.1712,0.6096,0.6315,1.7409,1.8998
3.1822,0.6126,0.6346,1.7476,1.9068
3.1937,0.6091,0.6481,1.7547,1.9142
3.2047,0.6164,0.6416,1.7614,1.9213
3.2156,0.6038,0.6419,1.7680,1.9283
3.2263,0.6104,0.6492,1.7745,1.9352
3.2368,0.6166,0.6395,1.7810,1.9420
3.2475,0.6083,0.6471,1.7875,1.9489
3.2581,0.6170,0.6495,1.7941,1.9558
3.2688,0.6141,0.6399,1.8006,1.9626
3.2794,0.6056,0.6414,1.8070,1.9694
3.2903,0.6170,0.6392,1.8138,1.9764
3.3010,0.6124,0.6513,1.8203,1.9833
3.3121,0.6164,0.6382,1.8271,1.9904
3.3227,0.6147,0.6440,1.8337,1.9972
3.3333,0.6159,0.6256,1.8402,2.0039
3.3444,0.6017,0.6234,1.8469,2.0108
3.3555,0.6269,0.6457,1.8538,2.0179
3.3665,0.6053,0.6398,1.8605,2.0250
3.3775,0.6216,0.6310,1.8673,2.0319
3.3884,0.6197,0.6386,1.8741,2.0389
3.3994,0.6078,0.6298,1.8808,2.0459
3.4104,0.6187,0.6407,1.8876,2.0529
3.4215,0.6134,0.6447,1.8944,2.0600
3.4325,0.6156,0.6407,1.9011,2.0670
3.4434,0.6134,0.6480,1.9079,2.0742
3.4544,0.6094,0.6408,1.9146,2.0812
3.4654,0.6135,0.6448,1.9213,2.0883
3.4767,0.6109,0.6446,1.9282,2.0956
3.4876,0.6079,0.6459,1.9349,2.1026
3.4983,0.6105,0.6461,1.9414,2.1095
3.5090,0.6022,0.6346,1.9478,2.1163
3.5197,0.6080,0.6533,1.9543,2.1233
3.5307,0.6091,0.6465,1.9610,2.1304
3.5415,0.5964,0.6285,1.9674,2.1372
3.5521,0.6007,0.6462,1.9738,2.1440
3.5632,0.6042,0.6385,1.9805,2.1511
3.5739,0.6000,0.6353,1.9870,2.1580
3.5846,0.6139,0.6494,1.9935,2.1649
3.5953,0.6087,0.6376,2.0001,2.1717
3.6061,0.6002,0.6452,2.0065,2.1787
3.6167,0.6135,0.6394,2.0130,2.1855
3.6274,0.6035,0.6489,2.0194,2.1924
3.6380,0.6135,0.6557,2.0260,2.1993
3.6486,0.6054,0.6477,2.0324,2.2062
3.6592,0.6107,0.6529,2.0389,2.2131
3.6698,0.6122,0.6513,2.0454,2.2200
3.6805,0.6091,0.6447,2.0519,2.2269
3.6911,0.6098,0.6489,2.0583,2.2338
3.7017,0.6198,0.6523,2.0649,2.2407
3.7123,0.6009,0.6499,2.0713,2.2476
3.7229,0.6154,0.6512,2.0778,2.2545
3.7334,0.6107,0.6466,2.0842,2.2613
3.7440,0.6084,0.6475,2.0907,2.2682
3.7546,0.6113,0.6408,2.0971,2.2750
3.7652,0.6209,0.6534,2.1037,2.2819
3.7759,0.6017,0.6371,2.1102,2.2887
3.7866,0.6101,0.6425,2.1167,2.2956
3.7972,0.6104,0.6495,2.1231,2.3024
3.8078,0.6074,0.6429,2.1296,2.3093
3.8184,0.6161,0.6389,2.1361,2.3161
3.8290,0.5914,0.6499,2.1424,2.3230
3.8397,0.6072,0.6462,2.1489,2.3298
3.8503,0.6012,0.6565,2.1553,2.3368
3.8608,0.6023,0.6449,2.1616,2.3436
3.8715,0.6117,0.6507,2.1681,2.3505
3.8820,0.6106,0.6530,2.1746,2.3574
3.8927,0.6026,0.6512,2.1810,2.3644
3.9032,0.6145,0.6570,2.1875,2.3713
3.9138,0.6052,0.6606,2.1939,2.3783
3.9244,0.6107,0.6532,2.2003,2.3852
3.9350,0.6185,0.6511,2.2069,2.3921
3.9456,0.6006,0.6463,2.2132,2.3989
3.9562,0.6214,0.6605,2.2198,2.4059
3.9668,0.6175,0.6500,2.2264,2.4128
3.9775,0.6118,0.6377,2.2329,2.4196
3.9880,0.6171,0.6563,2.2394,2.4266
3.9987,0.6158,0.6483,2.2460,2.4335
4.0093,0.6118,0.6475,2.2525,2.4404
4.0199,0.6176,0.6568,2.2590,2.4473
4.0305,0.6069,0.6393,2.2655,2.4541
4.0411,0.6175,0.6502,2.2720,2.4610
4.0517,0.6114,0.6405,2.2785,2.4678
4.0623,0.6116,0.6409,2.2850,2.4746
4.0729,0.6150,0.6509,2.2915,2.4815
4.0835,0.6126,0.6483,2.2980,2.4884
4.0942,0.6208,0.6628,2.3046,2.4954
4.1050,0.6055,0.6342,2.3112,2.5023
4.1158,0.6110,0.6590,2.3178,2.5094
