Time_s,Left_Speed_m_s,Right_Speed_m_s,Left_Dist_m,Right_Dist_m
1.9316,0.6459,0.6784,1.0231,1.1774
1.9423,0.6285,0.6640,1.0298,1.1845
1.9531,0.6423,0.6776,1.0367,1.1918
1.9637,0.6384,0.6709,1.0435,1.1989
1.9743,0.6394,0.6720,1.0502,1.2060
1.9848,0.6449,0.6775,1.0571,1.2132
1.9955,0.6475,0.6670,1.0639,1.2203
2.0062,0.6448,0.6738,1.0708,1.2275
2.0168,0.6460,0.6623,1.0777,1.2345
2.0274,0.6361,0.6655,1.0844,1.2416
2.0380,0.6440,0.6700,1.0913,1.2487
2.0486,0.6467,0.6598,1.0981,1.2556
2.0592,0.6345,0.6703,1.1048,1.2627
2.0698,0.6491,0.6621,1.1117,1.2698
2.0804,0.6331,0.6592,1.1184,1.2768
2.0909,0.6398,0.6692,1.1252,1.2838
2.1015,0.6424,0.6620,1.1320,1.2908
2.1121,0.6475,0.6735,1.1389,1.2980
2.1227,0.6418,0.6647,1.1456,1.3050
2.1331,0.6449,0.6615,1.1524,1.3119
2.1436,0.6445,0.6709,1.1591,1.3189
2.1540,0.6479,0.6643,1.1659,1.3259
2.1645,0.6385,0.6749,1.1726,1.3329
2.1749,0.6454,0.6686,1.1793,1.3399
2.1854,0.6444,0.6675,1.1860,1.3469
2.1958,0.6404,0.6769,1.1927,1.3539
2.2062,0.6458,0.6690,1.1994,1.3609
2.2166,0.6434,0.6700,1.2061,1.3678
2.2270,0.6438,0.6604,1.2128,1.3747
2.2374,0.6491,0.6723,1.2196,1.3817
2.2478,0.6399,0.6763,1.2262,1.3888
2.2582,0.6503,0.6536,1.2330,1.3956
2.2686,0.6473,0.6672,1.2397,1.4025
2.2790,0.6388,0.6586,1.2464,1.4094
2.2894,0.6540,0.6606,1.2532,1.4162
2.2998,0.6334,0.6633,1.2598,1.4231
2.3103,0.6458,0.6557,1.2665,1.4300
2.3206,0.6385,0.6618,1.2731,1.4368
2.3310,0.6442,0.6574,1.2798,1.4437
2.3415,0.6413,0.6645,1.2865,1.4506
2.3519,0.6481,0.6680,1.2933,1.4576
2.3623,0.6369,0.6668,1.2999,1.4645
2.3727,0.6468,0.6700,1.3067,1.4715
2.3832,0.6327,0.6725,1.3132,1.4785
2.3936,0.6471,0.6670,1.3200,1.4854
2.4039,0.6451,0.6750,1.3267,1.4924
2.4143,0.6500,0.6765,1.3334,1.4995
2.4248,0.6460,0.6658,1.3402,1.5064
2.4352,0.6468,0.6700,1.3469,1.5134
2.4456,0.6467,0.6633,1.3536,1.5203
2.4560,0.6491,0.6789,1.3604,1.5274
2.4664,0.6419,0.6618,1.3671,1.5343
2.4768,0.6542,0.6674,1.3739,1.5412
2.4872,0.6488,0.6687,1.3807,1.5482
2.4977,0.6441,0.6573,1.3874,1.5551
2.5081,0.6507,0.6707,1.3941,1.5620
2.5185,0.6425,0.6558,1.4008,1.5689
2.5290,0.6447,0.6579,1.4076,1.5757
2.5393,0.6443,0.6576,1.4143,1.5826
2.5498,0.6461,0.6627,1.4210,1.5895
2.5602,0.6423,0.6622,1.4277,1.5964
2.5706,0.6405,0.6538,1.4344,1.6032
2.5810,0.6380,0.6645,1.4410,1.6101
2.5914,0.6492,0.6625,1.4477,1.6170
2.6018,0.6270,0.6602,1.4543,1.6238
2.6122,0.6455,0.6655,1.4610,1.6307
2.6226,0.6411,0.6710,1.4676,1.6377
2.6330,0.6392,0.6690,1.4743,1.6447
2.6434,0.6471,0.6703,1.4810,1.6517
2.6538,0.6409,0.6641,1.4877,1.6586
2.6642,0.6328,0.6726,1.4943,1.6656
2.6746,0.6461,0.6693,1.5010,1.6725
2.6850,0.6233,0.6630,1.5075,1.6794
2.6954,0.6423,0.6720,1.5142,1.6865
2.7059,0.6276,0.6673,1.5207,1.6934
2.7163,0.6273,0.6605,1.5273,1.7003
2.7267,0.6317,0.6714,1.5339,1.7073
2.7372,0.6324,0.6556,1.5405,1.7141
2.7476,0.6280,0.6709,1.5470,1.7211
2.7580,0.6393,0.6658,1.5537,1.7281
2.7684,0.6254,0.6618,1.5602,1.7350
2.7788,0.6372,0.6737,1.5668,1.7420
2.7893,0.6257,0.6588,1.5733,1.7489
2.7997,0.6289,0.6686,1.5799,1.7558
2.8101,0.6368,0.6634,1.5865,1.7627
2.8205,0.6325,0.6590,1.5931,1.7696
2.8309,0.6240,0.6638,1.5996,1.7765
2.8413,0.6352,0.6651,1.6062,1.7834
2.8517,0.6274,0.6739,1.6127,1.7904
2.8621,0.6390,0.6622,1.6194,1.7973
2.8725,0.6344,0.6577,1.6260,1.8041
2.8829,0.6263,0.6760,1.6325,1.8112
2.8933,0.6266,0.6598,1.6390,1.8181
2.9037,0.6284,0.6649,1.6456,1.8250
2.9141,0.6328,0.6726,1.6521,1.8320
2.9246,0.6399,0.6730,1.6588,1.8390
2.9350,0.6263,0.6760,1.6653,1.8460
2.9454,0.6256,0.6687,1.6719,1.8530
2.9558,0.6252,0.6649,1.6784,1.8599
2.9662,0.6139,0.6737,1.6848,1.8669
2.9766,0.6226,0.6656,1.6912,1.8739
2.9871,0.6124,0.6753,1.6976,1.8809
2.9975,0.6260,0.6757,1.7042,1.8879
3.0079,0.6106,0.6704,1.7105,1.8949
3.0183,0.6203,0.6800,1.7170,1.9020
3.0287,0.6127,0.6690,1.7233,1.9090
3.0391,0.6243,0.6808,1.7298,1.9160
3.0498,0.6116,0.6795,1.7364,1.9233
3.0602,0.6189,0.6685,1.7428,1.9303
3.0706,0.6170,0.6602,1.7492,1.9371
3.0810,0.6152,0.6717,1.7556,1.9441
3.0914,0.6228,0.6725,1.7621,1.9511
3.1018,0.6239,0.6704,1.7686,1.9581
3.1122,0.6306,0.6704,1.7752,1.9651
3.1226,0.6208,0.6739,1.7816,1.9721
3.1330,0.6172,0.6636,1.7880,1.9790
3.1434,0.6276,0.6807,1.7946,1.9860
3.1538,0.6354,0.6718,1.8012,1.9930
3.1642,0.6175,0.6740,1.8076,2.0001
3.1746,0.6329,0.6760,1.8142,2.0071
3.1851,0.6302,0.6667,1.8207,2.0140
3.1955,0.6257,0.6787,1.8273,2.0211
3.2059,0.6304,0.6735,1.8338,2.0281
3.2163,0.6303,0.6768,1.8404,2.0352
3.2267,0.6247,0.6776,1.8469,2.0422
3.2371,0.6265,0.6729,1.8534,2.0492
3.2475,0.6139,0.6737,1.8598,2.0562
3.2580,0.6199,0.6762,1.8663,2.0633
3.2684,0.6236,0.6767,1.8728,2.0703
3.2788,0.6103,0.6701,1.8791,2.0773
3.2892,0.6263,0.6760,1.8856,2.0843
3.2996,0.6201,0.6831,1.8921,2.0914
3.3100,0.6218,0.6717,1.8985,2.0984
3.3204,0.6262,0.6759,1.9051,2.1055
3.3308,0.6239,0.6770,1.9116,2.1125
3.3412,0.6200,0.6731,1.9180,2.1195
3.3516,0.6321,0.6718,1.9246,2.1265
3.3621,0.6150,0.6745,1.9310,2.1336
3.3725,0.6270,0.6668,1.9375,2.1405
3.3829,0.6326,0.6756,1.9441,2.1475
3.3933,0.6215,0.6747,1.9506,2.1545
3.4037,0.6304,0.6801,1.9571,2.1616
3.4141,0.6332,0.6763,1.9637,2.1687
3.4245,0.6355,0.6719,1.9704,2.1757
3.4349,0.6383,0.6749,1.9770,2.1827
3.4453,0.6396,0.6695,1.9837,2.1896
3.4557,0.6392,0.6690,1.9903,2.1966
3.4661,0.6412,0.6744,1.9970,2.2036
3.4765,0.6392,0.6624,2.0036,2.2105
3.4869,0.6468,0.6701,2.0104,2.2175
3.4974,0.6424,0.6556,2.0171,2.2243
3.5077,0.6417,0.6716,2.0237,2.2313
3.5181,0.6473,0.6639,2.0305,2.2382
3.5286,0.6359,0.6525,2.0371,2.2450
3.5390,0.6428,0.6726,2.0438,2.2520
3.5494,0.6415,0.6614,2.0504,2.2589
3.5598,0.6372,0.6604,2.0571,2.2657
3.5702,0.6430,0.6761,2.0638,2.2728
3.5806,0.6380,0.6579,2.0704,2.2796
3.5910,0.6379,0.6711,2.0770,2.2866
3.6014,0.6457,0.6623,2.0837,2.2935
3.6118,0.6338,0.6703,2.0903,2.3005
3.6222,0.6422,0.6755,2.0970,2.3075
3.6325,0.6475,0.6641,2.1037,2.3144
3.6430,0.6401,0.6733,2.1104,2.3214
3.6534,0.6391,0.6623,2.1171,2.3283
3.6638,0.6476,0.6609,2.1238,2.3352
3.6742,0.6459,0.6657,2.1305,2.3421
3.6846,0.6490,0.6688,2.1373,2.3491
3.6950,0.6467,0.6633,2.1440,2.3560
3.7055,0.6580,0.6547,2.1509,2.3628
3.7159,0.6511,0.6544,2.1577,2.3696
3.7263,0.6445,0.6644,2.1644,2.3766
3.7368,0.6525,0.6459,2.1712,2.3833
3.7472,0.6517,0.6550,2.1780,2.3901
3.7576,0.6481,0.6647,2.1848,2.3971
3.7681,0.6579,0.6479,2.1916,2.4038
3.7785,0.6482,0.6648,2.1984,2.4108
3.7889,0.6493,0.6593,2.2052,2.4176
3.7994,0.6485,0.6584,2.2119,2.4245
3.8098,0.6444,0.6643,2.2187,2.4314
3.8203,0.6544,0.6643,2.2255,2.4384
3.8307,0.6361,0.6692,2.2321,2.4454
3.8411,0.6551,0.6684,2.2390,2.4523
3.8515,0.6452,0.6651,2.2457,2.4593
3.8620,0.6458,0.6690,2.2524,2.4662
3.8724,0.6526,0.6725,2.2592,2.4732
