Time_s,Left_Speed_m_s,Right_Speed_m_s,Left_Dist_m,Right_Dist_m
1.5865,0.7055,0.7250,0.8891,0.9865
1.5971,0.7193,0.7062,0.8967,0.9940
1.6076,0.7090,0.7123,0.9041,1.0014
1.6180,0.7036,0.7069,0.9114,1.0088
1.6284,0.7161,0.7128,0.9189,1.0162
1.6388,0.6979,0.7177,0.9262,1.0237
1.6493,0.7059,0.7192,0.9335,1.0312
1.6597,0.6951,0.7150,0.9408,1.0386
1.6701,0.6913,0.7045,0.9480,1.0460
1.6805,0.6938,0.7203,0.9552,1.0535
1.6909,0.6891,0.7123,0.9624,1.0609
1.7014,0.6930,0.7260,0.9696,1.0685
1.7118,0.6930,0.7095,0.9769,1.0759
1.7225,0.6987,0.7084,0.9843,1.0834
1.7331,0.6982,0.7144,0.9917,1.0910
1.7437,0.6992,0.7057,0.9991,1.0985
1.7543,0.7091,0.7188,1.0067,1.1062
1.7649,0.7052,0.7117,1.0141,1.1137
1.7756,0.7125,0.7158,1.0217,1.1213
1.7862,0.7107,0.7139,1.0293,1.1289
1.7968,0.7146,0.7049,1.0369,1.1364
1.8074,0.7235,0.7235,1.0445,1.1441
1.8180,0.7187,0.7121,1.0521,1.1516
1.8287,0.7226,0.7226,1.0598,1.1593
1.8393,0.7164,0.7099,1.0674,1.1668
1.8498,0.7177,0.7144,1.0750,1.1744
1.8605,0.7119,0.7217,1.0826,1.1821
1.8711,0.7205,0.7107,1.0902,1.1896
1.8817,0.7128,0.7128,1.0978,1.1971
1.8923,0.7123,0.7123,1.1053,1.2047
1.9029,0.7190,0.7158,1.1130,1.2123
1.9135,0.7081,0.7016,1.1204,1.2197
1.9242,0.7176,0.7240,1.1281,1.2275
1.9348,0.7169,0.7072,1.1357,1.2350
1.9454,0.7133,0.7068,1.1433,1.2425
1.9560,0.7151,0.7151,1.1509,1.2500
1.9667,0.7128,0.7064,1.1585,1.2576
1.9773,0.7246,0.7246,1.1662,1.2653
1.9879,0.7096,0.7096,1.1737,1.2728
1.9986,0.7240,0.7143,1.1815,1.2805
2.0092,0.7197,0.7165,1.1891,1.2880
2.0198,0.7266,0.7169,1.1968,1.2957
2.0306,0.7186,0.7282,1.2046,1.3035
2.0410,0.7244,0.7178,1.2121,1.3110
2.0514,0.7255,0.7255,1.2197,1.3186
2.0618,0.7204,0.7171,1.2272,1.3260
2.0722,0.7273,0.7173,1.2347,1.3335
2.0826,0.7102,0.7234,1.2421,1.3410
2.0930,0.7209,0.7110,1.2496,1.3484
2.1034,0.7139,0.7106,1.2570,1.3558
2.1138,0.7079,0.6946,1.2644,1.3630
2.1242,0.7202,0.7302,1.2719,1.3706
2.1346,0.7130,0.6964,1.2793,1.3778
2.1450,0.7104,0.7038,1.2867,1.3851
2.1554,0.7072,0.7139,1.2940,1.3926
2.1658,0.7032,0.6933,1.3013,1.3998
2.1762,0.7058,0.7191,1.3087,1.4073
2.1866,0.7008,0.7041,1.3160,1.4146
2.1970,0.7111,0.7078,1.3234,1.4219
2.2074,0.7009,0.7208,1.3306,1.4294
2.2178,0.7076,0.7143,1.3380,1.4368
2.2282,0.7011,0.7310,1.3453,1.4444
2.2386,0.6963,0.7294,1.3525,1.4520
2.2490,0.6990,0.7289,1.3598,1.4596
2.2596,0.6890,0.7247,1.3671,1.4673
2.2702,0.6990,0.7153,1.3745,1.4749
2.2808,0.6970,0.7198,1.3819,1.4825
2.2914,0.6956,0.7216,1.3893,1.4902
2.3020,0.7040,0.7170,1.3968,1.4978
2.3126,0.6962,0.7092,1.4042,1.5053
2.3234,0.6955,0.7244,1.4116,1.5131
2.3340,0.6985,0.7050,1.4191,1.5206
2.3445,0.7041,0.7107,1.4264,1.5280
2.3551,0.6992,0.7154,1.4338,1.5356
2.3657,0.6957,0.7022,1.4412,1.5431
2.3763,0.7109,0.7109,1.4487,1.5506
2.3869,0.6993,0.7025,1.4562,1.5581
2.3975,0.7093,0.7125,1.4637,1.5656
2.4081,0.7072,0.7137,1.4712,1.5732
2.4188,0.7054,0.7215,1.4787,1.5809
2.4294,0.7030,0.7225,1.4862,1.5885
2.4398,0.7003,0.7202,1.4934,1.5960
2.4504,0.7008,0.7236,1.5009,1.6037
2.4610,0.6891,0.7216,1.5082,1.6113
2.4716,0.6963,0.7287,1.5156,1.6191
2.4823,0.6950,0.7274,1.5230,1.6268
2.4929,0.6901,0.7292,1.5303,1.6346
2.5035,0.7045,0.7175,1.5378,1.6422
2.5140,0.6950,0.7146,1.5451,1.6497
2.5246,0.6968,0.7229,1.5525,1.6574
2.5352,0.6968,0.7099,1.5599,1.6649
2.5456,0.7031,0.7230,1.5672,1.6724
2.5563,0.7020,0.7085,1.5747,1.6800
2.5668,0.7048,0.7113,1.5821,1.6875
2.5774,0.7099,0.7099,1.5896,1.6950
2.5880,0.6958,0.7056,1.5970,1.7025
2.5987,0.7053,0.7053,1.6045,1.7100
2.6093,0.7052,0.7085,1.6120,1.7175
2.6199,0.7020,0.7118,1.6195,1.7251
2.6305,0.7117,0.7117,1.6270,1.7326
2.6411,0.7092,0.7125,1.6345,1.7402
2.6516,0.7090,0.7189,1.6420,1.7477
2.6620,0.6996,0.7162,1.6492,1.7552
2.6724,0.7107,0.7240,1.6566,1.7627
2.6828,0.6996,0.7228,1.6639,1.7702
2.6932,0.6904,0.7235,1.6711,1.7777
2.7036,0.6992,0.7158,1.6784,1.7852
2.7141,0.6889,0.7253,1.6856,1.7928
2.7245,0.6925,0.7223,1.6928,1.8003
2.7348,0.6981,0.7114,1.7000,1.8077
2.7453,0.6896,0.7227,1.7072,1.8152
2.7557,0.6925,0.7124,1.7144,1.8226
2.7660,0.6955,0.7121,1.7216,1.8300
2.7765,0.6986,0.7151,1.7289,1.8375
2.7869,0.6867,0.7000,1.7360,1.8447
2.7973,0.6809,0.7008,1.7431,1.8520
2.8076,0.6916,0.6949,1.7503,1.8592
2.8180,0.6907,0.7239,1.7575,1.8668
2.8285,0.7061,0.7161,1.7648,1.8742
2.8389,0.7092,0.7192,1.7722,1.8817
2.8493,0.7066,0.7199,1.7796,1.8892
2.8597,0.7019,0.7185,1.7869,1.8967
2.8701,0.7013,0.7245,1.7942,1.9042
2.8805,0.7166,0.7232,1.8017,1.9118
2.8909,0.7029,0.7228,1.8090,1.9193
2.9013,0.7146,0.7212,1.8164,1.9268
2.9117,0.7038,0.7270,1.8237,1.9343
2.9221,0.7074,0.7240,1.8311,1.9419
2.9325,0.7106,0.7173,1.8385,1.9493
2.9429,0.7094,0.7326,1.8458,1.9569
2.9533,0.7119,0.7219,1.8532,1.9644
2.9637,0.7059,0.7192,1.8606,1.9719
2.9741,0.7077,0.7143,1.8680,1.9794
2.9845,0.7203,0.7203,1.8755,1.9869
2.9949,0.7038,0.7469,1.8828,1.9946
3.0053,0.7271,0.7271,1.8903,2.0022
3.0158,0.6987,0.7252,1.8976,2.0097
3.0264,0.7081,0.7114,1.9051,2.0173
3.0370,0.7046,0.7273,1.9126,2.0250
3.0480,0.7023,0.7054,1.9203,2.0328
3.0586,0.7054,0.7152,1.9278,2.0404
3.0695,0.7108,0.7298,1.9355,2.0483
3.0803,0.7171,0.7202,1.9433,2.0561
3.0910,0.7024,0.7154,1.9508,2.0637
3.1016,0.7211,0.7016,1.9585,2.0712
3.1120,0.7141,0.7273,1.9659,2.0788
3.1225,0.7181,0.7115,1.9734,2.0862
3.1330,0.7189,0.7222,1.9810,2.0938
3.1434,0.7201,0.7135,1.9885,2.1012
3.1539,0.7238,0.7040,1.9960,2.1086
3.1643,0.7112,0.7178,2.0035,2.1161
3.1747,0.7242,0.7010,2.0110,2.1234
3.1851,0.7183,0.7117,2.0185,2.1308
3.1955,0.7163,0.7064,2.0259,2.1381
3.2059,0.7185,0.7086,2.0334,2.1455
3.2164,0.7148,0.7115,2.0409,2.1529
3.2268,0.7194,0.7028,2.0484,2.1603
3.2372,0.7121,0.7187,2.0558,2.1678
3.2477,0.7225,0.7060,2.0633,2.1751
3.2581,0.7194,0.7161,2.0708,2.1826
3.2685,0.7171,0.7204,2.0783,2.1901
3.2789,0.7251,0.7118,2.0859,2.1975
3.2893,0.7169,0.7202,2.0933,2.2050
3.2998,0.7237,0.7072,2.1009,2.2124
3.3102,0.7126,0.7258,2.1083,2.2200
3.3206,0.7254,0.7089,2.1159,2.2274
3.3310,0.7260,0.7226,2.1234,2.2349
3.3415,0.7165,0.7165,2.1309,2.2424
3.3519,0.7274,0.7174,2.1385,2.2498
3.3623,0.7182,0.7182,2.1460,2.2573
3.3727,0.7232,0.7099,2.1535,2.2647
3.3833,0.7156,0.7188,2.1611,2.2723
3.3938,0.7281,0.7115,2.1687,2.2798
3.4042,0.7213,0.7147,2.1762,2.2872
3.4148,0.7141,0.7173,2.1838,2.2948
3.4253,0.7213,0.7047,2.1913,2.3022
3.4357,0.7076,0.7142,2.1987,2.3096
3.4461,0.7142,0.7042,2.2061,2.3170
3.4565,0.7132,0.7099,2.2136,2.3243
3.4669,0.7130,0.7130,2.2210,2.3318
3.4773,0.7076,0.7109,2.2283,2.3392
3.4877,0.7036,0.7202,2.2356,2.3466
3.4981,0.7080,0.6981,2.2430,2.3539
3.5085,0.6973,0.7272,2.2503,2.3615
3.5189,0.7154,0.7220,2.2577,2.3690
3.5295,0.6883,0.7176,2.2650,2.3766
3.5399,0.6911,0.7209,2.2722,2.3841
3.5503,0.6969,0.7201,2.2794,2.3916
3.5607,0.6896,0.7327,2.2866,2.3992
3.5711,0.7027,0.7226,2.2939,2.4067
3.5815,0.6964,0.7295,2.3012,2.4143
3.5919,0.6963,0.7228,2.3084,2.4219
3.6024,0.7015,0.7181,2.3158,2.4293
3.6128,0.6992,0.7257,2.3230,2.4369
