Time_s,Left_Speed_m_s,Right_Speed_m_s,Left_Dist_m,Right_Dist_m
0.0000,0.0000,0.0000,0.0000,0.0000
0.0105,0.0000,0.0000,0.0000,0.0000
0.0209,0.0099,0.0000,0.0001,0.0000
0.0313,0.0166,0.0000,0.0003,0.0000
0.0417,0.0298,0.0000,0.0006,0.0000
0.0521,0.0399,0.0000,0.0010,0.0000
0.0625,0.0598,0.0000,0.0016,0.0000
0.0729,0.0727,0.0066,0.0024,0.0001
0.0834,0.0927,0.0166,0.0033,0.0002
0.0938,0.0961,0.0298,0.0043,0.0006
0.1041,0.0997,0.0532,0.0054,0.0011
0.1145,0.1066,0.0666,0.0065,0.0018
0.1249,0.1224,0.0827,0.0078,0.0027
0.1354,0.1426,0.0995,0.0092,0.0037
0.1457,0.1531,0.1098,0.0108,0.0048
0.1561,0.1696,0.1230,0.0126,0.0061
0.1665,0.1696,0.1363,0.0144,0.0075
0.1769,0.1888,0.1524,0.0163,0.0091
0.1873,0.1959,0.1660,0.0184,0.0108
0.1977,0.2121,0.1856,0.0206,0.0128
0.2081,0.2221,0.1890,0.0229,0.0147
0.2185,0.2264,0.2031,0.0252,0.0168
0.2289,0.2353,0.2154,0.0277,0.0191
0.2393,0.2426,0.2326,0.0302,0.0215
0.2497,0.2518,0.2485,0.0328,0.0241
0.2601,0.2684,0.2684,0.0356,0.0269
0.2705,0.2725,0.2692,0.0384,0.0297
0.2809,0.2781,0.2914,0.0413,0.0327
0.2913,0.2859,0.2959,0.0443,0.0358
0.3017,0.2946,0.3079,0.0474,0.0390
0.3121,0.3054,0.3286,0.0506,0.0424
0.3225,0.3228,0.3328,0.0539,0.0459
0.3329,0.3316,0.3349,0.0574,0.0494
0.3433,0.3381,0.3381,0.0609,0.0529
0.3537,0.3520,0.3387,0.0645,0.0564
0.3641,0.3619,0.3685,0.0683,0.0602
0.3745,0.3722,0.3755,0.0722,0.0641
0.3849,0.3755,0.3755,0.0761,0.0680
0.3953,0.3785,0.3852,0.0800,0.0720
0.4057,0.3850,0.3850,0.0840,0.0760
0.4161,0.3887,0.3987,0.0880,0.0802
0.4265,0.3979,0.4145,0.0922,0.0845
0.4369,0.4076,0.4109,0.0964,0.0888
0.4473,0.4022,0.4122,0.1006,0.0931
0.4576,0.4032,0.4265,0.1048,0.0975
0.4680,0.4220,0.4287,0.1092,0.1019
0.4785,0.4237,0.4336,0.1136,0.1064
0.4889,0.4289,0.4322,0.1181,0.1110
0.4993,0.4276,0.4541,0.1225,0.1157
0.5097,0.4380,0.4546,0.1271,0.1204
0.5201,0.4381,0.4580,0.1316,0.1252
0.5305,0.4379,0.4611,0.1362,0.1300
0.5410,0.4433,0.4764,0.1408,0.1350
0.5514,0.4477,0.4776,0.1455,0.1399
0.5618,0.4502,0.4767,0.1502,0.1449
0.5722,0.4478,0.4809,0.1548,0.1499
0.5826,0.4514,0.4912,0.1595,0.1550
0.5930,0.4612,0.4977,0.1643,0.1602
0.6034,0.4631,0.4995,0.1692,0.1654
0.6139,0.4539,0.5036,0.1739,0.1706
0.6243,0.4600,0.5030,0.1787,0.1759
0.6347,0.4733,0.5031,0.1836,0.1811
0.6451,0.4674,0.5238,0.1885,0.1866
0.6555,0.4623,0.5189,0.1933,0.1920
0.6659,0.4712,0.5143,0.1982,0.1973
0.6763,0.4771,0.5269,0.2032,0.2028
0.6868,0.4664,0.5293,0.2080,0.2083
0.6973,0.4661,0.5285,0.2129,0.2139
0.7079,0.4691,0.5278,0.2179,0.2195
0.7183,0.4652,0.5349,0.2227,0.2250
0.7288,0.4703,0.5357,0.2277,0.2307
0.7394,0.4770,0.5326,0.2327,0.2363
0.7500,0.4788,0.5440,0.2378,0.2421
0.7606,0.4721,0.5340,0.2428,0.2477
0.7712,0.4751,0.5402,0.2478,0.2535
0.7818,0.4825,0.5542,0.2530,0.2593
0.7923,0.4803,0.5456,0.2580,0.2651
0.8029,0.4806,0.5493,0.2631,0.2709
0.8135,0.4838,0.5590,0.2682,0.2768
0.8241,0.4839,0.5553,0.2734,0.2827
0.8347,0.4818,0.5566,0.2785,0.2886
0.8453,0.4765,0.5614,0.2835,0.2945
0.8558,0.4871,0.5623,0.2886,0.3005
0.8664,0.4834,0.5585,0.2938,0.3064
0.8785,0.4835,0.5716,0.2996,0.3133
0.8891,0.4883,0.5571,0.3048,0.3192
0.8998,0.4901,0.5675,0.3100,0.3253
0.9105,0.4777,0.5681,0.3151,0.3313
0.9212,0.4866,0.5635,0.3204,0.3374
0.9317,0.4947,0.5673,0.3255,0.3434
0.9423,0.4877,0.5690,0.3307,0.3494
